screen_name, location, created_at, description
marcmcpherson,Vancouver; British Columbia,Thu Sep 11 04:16:34 +0000 2008,SDSU Alum; Uncle; lover of motorcycles; sailing; hammocks and frozen treats.Solar enthusiast and aspiring grass fed cattle rancher. Mooo
kaequan,Vancouver,Thu Jul 10 19:57:57 +0000 2008,cat-lover. why and how finder-outer. urban junkie. cyclist. tech dork. canucks fanatic.
mr_cjh,,Wed Jan 21 02:45:40 +0000 2009,(somewhat) normal guy that likes long walks on the beach; kittens and beer...
bapi,49.297546;-122.780635,Thu Oct 16 04:35:50 +0000 2008,Computer Engineer by day and insomniac by night!
satellitesorrow,,Tue Aug 04 06:27:56 +0000 2009,I have a drum machine. Bow.
andreareimer,Vancouver; BC; Canada,Fri Dec 05 07:22:07 +0000 2008,Former Green Party school trustee; current Vision Vancouver city councillor. Seeking happy planet.
wangyinicky101,,Thu Jan 07 23:11:21 +0000 2010,I Challenge You To NOT Make Money With This!
jen_robbins,ÜT: 49.116307;-122.803906,Fri Oct 31 21:20:32 +0000 2008,Passionate about strong community + connections; non-toxic living...and TV.
nathangriffiths,Surrey; BC; Canada,Sun Nov 16 06:46:30 +0000 2008,I work at PW Brewing in the marketing & events department. Views expressed don't necessarily reflect that of my employer. #SurreyBC #VancouverBC #Kwantlen #Beer
PrabhSingh,Vancouver,Sat Nov 29 23:07:05 +0000 2008,Project manager; software engineer; MBA candidate @ UBC; part time athlete; full time Canucks fan; crime prevention volunteer. Wannabe- advertiser; blogger
heyrickie,Vancouver; Canada,Sun Nov 02 03:01:29 +0000 2008,Transit geek. Runner. Canucks fan-for-life. Doctor Who enthusiast. Accountant (unemployed). Music lover. Wannabe photographer. Armchair traveller. History buff.
CRNEprep,Vancouver; BC,Wed Sep 16 16:43:56 +0000 2009,We offer a two-day intensive course that will prepare you for the CRNE. Sign up today to reserve your spot; as space is limited.
SurreyActivist,Surrey; BC; Canada,Thu Apr 16 04:43:29 +0000 2009,I'm interested in fund-raising; trucking; health; politics; human rights and freedoms; non-profits; charities; computers; technology; psychology; & paranormal.
kristifuoco,Vancouver; BC; Canada,Thu Nov 27 23:29:51 +0000 2008,I love music; writing; hiking; biking; running; yoga; food; travel; culture & languages. En route to Germany for a year - blogging for the Vancouver Sun.
trevorharrison,Vancouver Canada,Sun May 18 05:40:57 +0000 2008,
alexwarrior,Vancouver; BC; Canada,Sun Mar 16 20:41:51 +0000 2008,Electromechanical Designer/Professional Engineer at FPInnovations
folkoasis,Vancouver; British Columbia,Fri Feb 13 03:36:22 +0000 2009,Folk Oasis is 2 hrs of kumbaya-free roots music; interviews & live sessions on CiTR-FM 101.9. Podcasts at citr.ca & iTunes. Travelling to New Zealand in April.
mdiane_rogers,British Columbia; Canada,Tue Feb 19 17:34:57 +0000 2008,Genealogy; family history; women's history; reading; Bookcrossing - no time for dancing...
COPE378,British Columbia; Canada,Thu Feb 05 21:45:03 +0000 2009,A progressive union with about 14;000 members; representing workers in utilities; tourism and travel; education; IT; manufacturing; insurance and transit. 
shanneranner,Vancouver; Canada,Tue Jul 01 05:06:07 +0000 2008,rain-drenched numinous dreamer
danudey,Vancouver; BC,Fri Jul 06 02:45:14 +0000 2007,Dashing and daring; courageous and caring; faithful and friendly with stories to share.
brando737,,Sat May 23 01:02:07 +0000 2009,
kaylasara,Vancouver,Thu Nov 22 05:27:56 +0000 2007,Video-game producer/developer and roller-derby skater.
counti8,Vancouver; BC; Canada,Thu Mar 22 15:52:46 +0000 2007,student of urban planning looking to social media up places; contributing at TransLinked.com. Thesis is a four-letter word.
Cubizm,Vancouver; BC Canada,Fri Oct 10 19:09:43 +0000 2008,We are experience designers that deliver Peace of MInd. We love Sitecore; Ektron; Drupal; Sitemasher; Kentico and Joomla. Follow what we are doing right now!
shanegibson,Vancouver,Sat Aug 11 22:58:46 +0000 2007,Speaker; Author of three books: Sociable! How Social Media is Turning Sales and Marketing Upside-down + Closing Bigger + Guerrilla Social Media Marketing
bigsnit,Vancouver,Wed Mar 07 05:39:13 +0000 2007,media since birth. digital media content expertise and strategy for hire. Vancouver
derekwhyte,Vancouver; Canada,Tue Jan 15 19:30:45 +0000 2008,VP Client Services @FCV http://www.fcv.ca An award-winning interactive agency based in Canada.
GreyVancouver,Vancouver BC,Mon Jun 08 17:09:42 +0000 2009,
RaigenDAngelo,Vancouver; BC; Canada,Mon Dec 01 22:40:53 +0000 2008,Hairdresser Extraordinaire; Naughty Wife and Fabulous Volunteer
rjanz,Langley; BC,Wed Nov 19 22:45:00 +0000 2008,Rhino Marketing Consultant; Fuel Radio Creator; Realtor; Dad; Husband.
marissenmark,Vancouver; Canada,Mon Jun 22 20:11:33 +0000 2009,Wide-eyed pragmatist. News; politics. and public opinion junkie. Views expressed are my own.   
Savvymomvan,Vancouver,Tue Mar 03 21:17:45 +0000 2009,SavvyMom Vancouver Writer; Mom to Twin Boys and Avid Runner
davemacdonald,Maple Ridge; BC; Canada,Tue Jul 29 04:56:12 +0000 2008,CMA with passion for healthcare management; cycling; business models; mathematics & sales. Founder of @yupana_ca and Ops Mgr at @REACHChc..
section3,Yaletown; Vancouver; BC,Fri May 29 16:42:46 +0000 2009,thanks for eating and drinking with us for 17 years
bokashiman,Vancouver; BC,Sun Nov 04 03:45:59 +0000 2007,Healing the planet and people with friendly probiotic microbes
flora_n_fauna,earth,Tue Apr 28 22:00:35 +0000 2009,nature and animal inspired eco-friendly clothing!  locally; ethically; and sustainably made. we support local animal welfare and wildlife organizations.
fardadm,Vancouver; BC,Tue May 12 15:50:05 +0000 2009,happy guy. parissa CEO. super dad.
recyclingalt,Vancouver; BC,Fri May 07 22:01:19 +0000 2010,We are a local company that provides easy; convenient and economic recycling options to businesses of all sizes.   We run our trucks on 100% recycled Biodiesel.
danicawolfe,Vancouver,Thu Jun 11 22:41:10 +0000 2009,
nikkikpetersen,Toronto; ON,Thu Feb 19 18:49:23 +0000 2009,Law student lurking in a library near you. WCEL Twitter Moot competitor for Team Osgoode with @emeeelou.
coalharbourblog,Coal Harbour; Vancouver,Thu Jan 15 05:05:04 +0000 2009,Coal Harbour; Vancouver; B.C. Property; Real Estate; Apartments; Dexter Realty; Christine Saulnier;
freeagency,Vancouver,Wed Apr 15 23:59:24 +0000 2009,Free Agency Creative is a contemporary brand management and graphic design firm in Vancouver; BC. Co-founders are Don Williams and Tak Yukawa.
jenniferkirk,Vancouver & Langley; BC,Mon Jul 28 23:03:25 +0000 2008,Photographer. Dog lover. Scuba Diver. Coffee junkie. I believe in asking forgiveness; not permission.
JamieBardsley,Vancouver; BC,Mon Sep 08 17:19:38 +0000 2008,I love buildings and all that goes into 'em!  Supplying HVAC equipment and maintenance throughout BC. History in manufacturing; supply chain; and racquet sports
seanndory,Vancouver,Fri Mar 06 22:36:49 +0000 2009,Advocate for Social and Environmental Change.  Father of Two.  Husband to One.  Thrill Seeker.  Nature Lover.
urbantastic,Vancouver,Wed Nov 26 21:56:56 +0000 2008,We connect people with local organizations that need help through micro-volunteering. 
brookebrowning,Vancouver,Sat Aug 22 00:59:34 +0000 2009,Environmental Scientist; Franz Environmental Inc. 
EnhancedBurnaby,Burnaby BC Canada,Fri Aug 28 01:20:23 +0000 2009,Fitness and Bodybuilding Supplements in Burnaby BC Canada | Mention Twitter get 10% discount !!!
CheriePayne,Vancouver,Sat Jun 13 06:44:33 +0000 2009,Vision Vancouver School Board Trustee
YVRcyclist,Vancouver,Mon Apr 06 18:49:18 +0000 2009,Exploring Vancouver (and commuting) by bike since 1975 (Richmond too; since 2008).
Burrard_Bridge,,Mon Jul 13 20:01:24 +0000 2009,
vancouverson,US,Thu Jul 09 02:24:17 +0000 2009,
HarbourAirLtd,Head Office: Richmond; BC,Thu May 21 21:41:11 +0000 2009,the largest all-seaplane airline in the world offering scheduled service flights as well as scenic tours and private charters. 
smartgrowthbc,Vancouver; BC,Sat Jun 06 00:21:00 +0000 2009,Creating more liveable communities.
FullySustainabl,the Wild West Coast of Canada,Sat Apr 04 00:27:45 +0000 2009,Sustainablity; CSR; Environment; eco Green Design; & helping people reach Sustainable Goals; in any Economy! Tweet me if I forget to Follow:)
SJPMetro,Metrotown Burnaby,Tue Apr 07 22:00:25 +0000 2009,Hottest Place On Earth
Lisa_A_Brown,,Sun Jun 07 05:49:46 +0000 2009,
dorygold,Burnaby; B.C. Canada,Sat Nov 01 12:17:41 +0000 2008,Are your window coverings crying out for help me then go to our website and let us help you create a masterpiece in your home.
MRPMchamber,Maple Ridge / Pitt Meadows; BC,Tue May 26 00:50:05 +0000 2009,The Maple Ridge Pitt Meadows Chamber of Commerce. The Future is Now! The Golden Ears Gateway is Open for Business!
4mphitter,,Mon Aug 11 00:35:55 +0000 2008,
daminib,UK,Thu Mar 26 06:01:03 +0000 2009,Read; yoga; run - lather; rinse; repeat.
dogparkdigital,Vancouver; BC,Fri Mar 13 02:10:28 +0000 2009,Specializing in the integration of digital marketing with traditional channels.
rentsooner,Vancouver; British Columbia,Wed Feb 18 07:34:02 +0000 2009,RentSooner looks to revolutionize the way people look to renting Vancouver Apartments/ Condos
MuttnikWellness,Vancouver; BC,Tue Jan 27 19:14:03 +0000 2009,Through trusted relationships Muttnik offers mini eco adventures in New Westminster; Port Moody; Coquitlam and Burnaby. Professional; experienced; local.
unitedwecan,Vancouver - Downtown Eastside,Mon Mar 09 05:16:36 +0000 2009,United We Can creates urban; environmental enterprises that create job opportunities for the inner city residents of Vancouver.
GDP1983,Vancouver,Mon Mar 16 14:54:35 +0000 2009,Tall; slim; observant; pensive.
ENDHomeless,Vancouver; British Columbia,Sat Aug 22 05:20:37 +0000 2009,A week to end homelessness from October 12 to 17th
gothambf,,Thu Feb 18 09:52:45 +0000 2010,
sarahmelnychuk,Vancouver; BC,Sun Oct 26 22:32:20 +0000 2008,: Worship Leader; Singer/Song writer; Creative Writer &amp; blogger. youtube.com/rainbowjaneygirl
onedaypainting,Richmond BC,Tue Dec 08 19:02:06 +0000 2009,We'll paint your entire house in one day. Oh yes. Franchising across North America. 
mingandsing,Langley and Surrey; BC,Tue Nov 17 15:09:36 +0000 2009,Crave It....Yummy Chinese Food
igniteubc,Vancouver,Tue May 26 21:43:24 +0000 2009,
springad,Vancouver; BC,Wed Dec 17 00:47:11 +0000 2008,Here to drive business success for our clients. Spring = GROW
WeightLosslady,Atlanta Ga,Thu Sep 10 22:19:38 +0000 2009,I love life; health; fitness;  chocolate chip cookies and my little black dress!  
Queen518xf,,Tue Feb 16 21:35:22 +0000 2010,
PIBCPlanTalk,South Coast; British Columbia,Fri Nov 06 08:06:56 +0000 2009,Professional development events and information for BC planners; by the PIBC South Coast Chapter.
ndoc,ÜT: 49.225055;-122.995496,Fri Mar 27 04:07:47 +0000 2009,Geek; wannabee internet entrepreneur; father to 2 boys 1 girl and husband to beautiful wife; passionate about Africa (particulary Swaziland) and its people 
hellolololol,,Wed May 13 00:22:41 +0000 2009,
muffyt66,usa,Wed Aug 05 18:21:48 +0000 2009,Ok Im new at this but here goes i enjoy fun going skiing oh and I forget to mention doing a little striptease for the right guy my personal website
onuvagazi1,,Thu Jun 30 11:05:17 +0000 2011,
trevorlindenfit,Coquitlam; BC,Wed Sep 08 14:02:49 +0000 2010,Club 16 - Trevor Linden Fitness; with two locations and more to come throughout BC! 
chicamystc,,Wed Feb 17 16:12:14 +0000 2010,
Nomorelead,Surrey B.C.,Sun Apr 26 22:37:54 +0000 2009,Passionate author; researcher; educator; and parent. Co-author of Lead Babies. 
ShamusReid,Vancouver,Fri Mar 27 17:23:46 +0000 2009,
UpperCup,UK/Worldwide,Mon Oct 26 17:14:34 +0000 2009,Celebrating the bigger boobed woman with beautiful Lingerie; Swimwear & Shapewear (D-L Cup; 30-56 to 10XL) from Esbelt; Fantasie; Panache; Freya; Triumph; Ulla
trendyquotes,,Sun Aug 16 14:27:13 +0000 2009,
tax_savers,New Delhi; India,Sat Jan 30 06:21:25 +0000 2010,http://taxsavers.in has expertization in Tax Saving especially for Indian continent.
vanhit,Vancouver,Thu Apr 23 19:18:08 +0000 2009,Web Design; Social Media; Email Marketing; Seo
thehomart_com,Burnaby; BC,Wed Nov 04 19:12:02 +0000 2009,Grocery Online Order  FREE NIGHT DELIVERY
Russellb609,Kentucky,Fri Mar 25 08:46:41 +0000 2011,
EunicFKmat,,Sun Apr 04 06:47:10 +0000 2010,
oglovbusiness,Vancouver; B.C.; Canada,Wed Sep 09 22:35:51 +0000 2009,Drawing on more than 25 years of experience in major national and international events; Linda Oglov is a leading sport marketer with Olympic experience in Van.
megacharge2,,Sun Oct 25 16:52:00 +0000 2009,
oktoberfestjoe,,Fri Sep 25 14:45:34 +0000 2009,Oktoberfest Obama & Irish
thelastminute,Nomadic: http://Duncan.co/map,Wed Jan 03 05:21:03 +0000 2007,I'm also @FridayMixtape and @PhotographyIcon Investor; Traveler; Photographer; Educator; Entrepreneur; Mixtape-Maker;  Nomadic RV livin goomba.
robotsalmon,North Vancouver,Sat Jan 09 19:36:47 +0000 2010,Capilano University web design school blog. We are students at Capilano University. Web design is our passion.
torahakb,,Thu Feb 18 00:10:53 +0000 2010,
BCRussMiller,New Westminster; BC,Tue Aug 11 07:50:05 +0000 2009,I am deeply engaged in Canadian politics; I am a social-democrat; and totally dedicated to the electoral reform movement and social issues in Vancouver + Canada
Redplayer65,Utah,Sun Oct 25 23:51:54 +0000 2009,
mollyfloa,,Thu Feb 18 10:43:42 +0000 2010,
larayismybesti,bal west side shawty,Thu Dec 17 22:09:21 +0000 2009,hey im lushes but dont hate i like boys wit dat stacks on them so well now you now i dont take punks and i get abs shawty and they got to be sexy
Hugo_Lopez,Puerto Vallarta; Mexico,Wed Apr 22 01:03:39 +0000 2009,DJ Mobile Services; Dance Performances; Private Dance Lessons Photography; Video Editions; Youtube Designs
tara_camp,Bellingham,Wed Nov 19 18:22:18 +0000 2008,Bellingham Realtor specializing in REO's; Short Sales; & seller financing.
AlysiaStone43,,Thu Oct 22 11:56:46 +0000 2009,
obsessof,,Wed Feb 17 22:04:21 +0000 2010,
p_hyves,London,Tue Aug 31 21:43:42 +0000 2010,The Hey Jude of Joseph_Ferrante (free download)  http://www.speedyshare.com/files/24069451/XCZC.mp3
myARCHIPELAGO,JAKARTA; INDONESIA,Tue Aug 04 01:47:19 +0000 2009,The Excellent Holiday Services and Competitive Rate That You Can Book Today Online
spencek2000,Los Angeles,Thu Oct 08 09:34:33 +0000 2009,Showing people how to make online Profits up to $15;000 per month!
CupidSolutions,Vancouver,Tue Apr 21 05:28:44 +0000 2009,The website for MEN created by WOMEN =)
EthicalBean,Vancouver; Canada,Wed Mar 25 23:17:49 +0000 2009,We care about the impact we make on the planet; that's why we only roast and sell Fair Trade Certified; organic shade-grown coffee.
TNiederegger,Germany,Thu Sep 17 12:11:35 +0000 2009,Living on the edge in a virtual machine
Franksens,,Mon Mar 01 05:35:38 +0000 2010,
moorafacialbar,,Fri Dec 04 18:08:12 +0000 2009,
solarflaretan,Burnaby B.C ,Tue Dec 22 03:29:34 +0000 2009,♛ Vancouver & Burnaby's  #1 Tanning Studio ♛ ❤Versa Spa Spray Tan's ~ $20 for all new clients  ❤☼ 604-437-8267 ☼ 110-7515 Market Crossing Burnaby 
radiotalentshow,,Sun Jan 31 22:27:36 +0000 2010,
darylaikin,Vancouver British Columbia,Mon May 04 17:31:21 +0000 2009,I am a very caring person who loves animals and life for that matter. My interests are music; working on films and promoting Joie Bratz www.joiebratz.com
fjc_lebanon,Beirut Lebanon,Tue Oct 20 08:20:22 +0000 2009,
mbotax,Vancouver; BC,Mon Apr 05 05:06:04 +0000 2010,online Canadian tax filing
thereal_kali,BC,Fri Jul 30 01:15:47 +0000 2010,Tweet Tweet Tweet
biltmorecabaret,East Vancouver,Sat Sep 19 18:09:28 +0000 2009,
