screen_name, location, created_at, description
transPR,Grand Rapids; Michigan,Fri Dec 04 16:30:08 +0000 2009,PR Manager @ Parsons Brinckerhoff. My PR staff services infrastructure; transportation clients. Past: PR Dir. w/ state DOT; 13 yrs journalism. Opinions mine.
jordanbmyers,Vancouver; BC,Mon Dec 13 07:03:11 +0000 2010,Ordinary person (father/husband) - hoping to help/inspire people to do extraordinary things... getting involved; giving back & making each day count.
PureDetroit313,Detroit; MI.,Sat Apr 10 03:34:33 +0000 2010,The original local culture shop and authentic Detroit apparel line. Since '98.
VanVantage,Vancouver; BC; Canada,Thu Nov 25 00:49:27 +0000 2010,A Positive Perspective on Vancouver. We profile artists; athletes and model citizens: send event info to vantagevancouver@gmail.com
poultryegg,Canada,Tue Oct 27 00:05:13 +0000 2009,
loganlongjohns,Coquitlam; BC; Canada,Tue Nov 03 00:52:40 +0000 2009,Norco Bicycle Product Manager. Loves wife; son; dog; cat; skiing and of course biking
Shrubadub,Vancouver,Sun Nov 21 22:46:39 +0000 2010,Maker of things; tinkerer; with opinions. 
vishmili,Vancouver; BC,Fri Apr 03 05:20:10 +0000 2009,I talk with my hands.   re: yoga; food; new media; design; publishing. I also tweet for @GlobalMechanic. Blog: @idefiningi
drakealley,Vancouver,Tue May 04 21:02:24 +0000 2010,cities + urban planning; literature + visual arts
thepfeifer,Vancouver,Fri Jan 09 03:58:55 +0000 2009,Interdisciplinary Designer spanning the web and built environment with a focus on planning and designing our urban landscapes and public space.  
BrianHieghtin,British Columbia,Wed Oct 12 22:14:50 +0000 2011,Born in BC.
CrownMtnMovers,Vancouver; Canada,Fri Sep 23 19:26:31 +0000 2011,We are a Vancouver-based moving company. No move is too big or too small for us! Call us to book you move today: 778-872-7696
PioneerWest,North Vancouver; BC,Wed Dec 01 23:52:02 +0000 2010,Pioneer West Acceptance Corp. Canada's leading mortgage brokers. Offers best rate mortgages for residential & commercial.
messageshoppe,Vancouver; B.C.,Sat Jul 10 18:06:14 +0000 2010,A media interview training and communications company. I have more than 20 years of experience as an award-winning journalist for CBC Radio and TV News.
LindLifter,,Wed Oct 12 20:27:10 +0000 2011,I enjoy poetry; emily carr; margaret atwood; and now tweets! 
CristySandovalM,Guadalajara; México,Fri Aug 28 15:09:20 +0000 2009,
boomercoach,,Thu Jun 03 12:36:24 +0000 2010,
FuelReduction,,Thu Mar 08 01:42:38 +0000 2012,Fuel Reduction Systems is the leading distributor of the Infrared Fuel Canister by Worldklass Tech; yielding major reductions in fuel consumption and emissions.
vinzsky2,vancouver bc canada,Thu Oct 13 07:10:37 +0000 2011,
jlaubin,Vancouver; BC,Sat Feb 19 19:49:35 +0000 2011,Of course I'm mad about animals; but raccoons and cats become a little bit boring; I mean; for too long a time.
kaaist,Vancouver; BC,Thu Sep 17 20:34:35 +0000 2009,I'm an Educator; Writer and Digital Media Specialist. Currently building a platform for self-directed learners called DIY Genius.
toscheswdko3,,Sun Nov 27 09:03:03 +0000 2011,
thehum,Cambossommerbridgetonville; MA,Fri Mar 06 00:50:35 +0000 2009,Reshaping communities; armed with a love for technology; economics; bicycles; and percussion instruments. Welcome to my stream of conciousness.
aatekashashank,Vancouver; Canada,Tue May 19 21:55:00 +0000 2009,BOD @sustainablesfu; CH @sfulocalfood; RSCHR @carbontalks; #iloveuniversity #knitting #musicjunkie #festivals #vancouver #singingintherain #noobphotographer
CathiHugee8558,,Sun Jun 19 04:21:21 +0000 2011,
HanginAndBangin,,Wed Jun 10 01:38:05 +0000 2009,
YourVoteMatters,Canada,Fri Oct 14 02:56:53 +0000 2011,Engaging the candidates for NDP Leadership 2012
MFViolin,Vancouver; BC,Fri Mar 20 20:06:37 +0000 2009,Gypsy House Violinist DJ
bearwyatt,Vancouver,Tue Feb 23 23:10:02 +0000 2010,
mo_mobilize,Whistler,Mon Aug 16 22:08:30 +0000 2010,Inciting communications revolution with the #TruthStrategy! Speaker; comms consultant and former VANOCian. Enjoys coffee & bicycling - but not at the same time.
Yungf845,California,Fri Mar 25 08:25:30 +0000 2011,
VCHResearch,Vancouver General Hospital,Thu Mar 26 16:51:36 +0000 2009,Communications for the research arm of Vancouver Coastal Health Authority (VCH Research Institute)
lya_suju7,bandung,Thu Sep 22 14:23:36 +0000 2011,
VanLuxuryRealty,Vancouver; British Columbia ,Sun Apr 18 18:45:24 +0000 2010,Vancouver Luxury Realty is a certified full service Real Estate Brokerage; specializing in long-term private rentals & Sales in and around Metro Vancouver.
ThePatmeister,Vancouver,Thu Jun 24 22:18:45 +0000 2010,Just a guy.  A guy who does stuff.
C_Savard,Québec,Mon Mar 07 16:16:34 +0000 2011,Directeur général de Vivre en Ville; passionné d'urbanisme; d'espace public; de mobilité durable et de politique publique    www.vivreenville.org 
pleung2046,Vancouver; BC,Thu Jul 14 01:24:14 +0000 2011,Camera Assistant
wedeLiberate,Vancouver; British Columbia,Thu Oct 13 21:15:39 +0000 2011,freeing our discourse from the constraints of buzzwords. Join us November 8th for a forum with Vancouver City Councillor Candidates to explore 'leadership'.
mynailtales,Vancouver ,Mon Jul 18 20:01:43 +0000 2011,Nail tech and designer who crafts the happily ever after Nail Tales for each individual.
verbsofmotion,Vancouver,Sun May 11 01:38:28 +0000 2008,
Leenie2,,Fri May 08 15:58:56 +0000 2009,
livingreenstore,Southern California,Tue Nov 11 00:36:50 +0000 2008,We offer healthier green product options for the home w/ stores in Culver City; Santa Barbara; Montecito and online. 
trevorashcroft,Vancouver; BC,Wed Aug 25 18:52:49 +0000 2010,Director on @vancouverpride Board; Starbucks lover; BMW driver; Doggy daddy; Apple freak; slave to wine & addict to luxury labels. Me in 160 characters.
RobTonnesen,,Tue Apr 05 20:34:38 +0000 2011,
sweirich,,Tue Aug 12 22:24:51 +0000 2008,holistic nutrition nut (RHN); love the outdoors and travel; and work in technology to get by...
alpinecredit,BC and Alberta,Sun Feb 07 09:22:20 +0000 2010,Could you use $100k; $200k or even $300k by next week? Are you a homeowner? Let's talk.
