screen_name, location, created_at, description
dwC4u,British Columbia,Sun Feb 06 01:56:28 +0000 2011,ScanBC monitoring agent....
pashiri1gou,Richmond; BC; CANADA; ,Mon Apr 05 03:12:16 +0000 2010,バンクーバーへ追放中の杜氏で利き酒師です．こちらは「プライベートアカウント」のハズが．．．仕事に趣味に150％全力投球！幅広いジャンルのフォロー＆ツイートで暴走中です！（注：1日に約100ツイートあります．ご注意ください．）会社公式は @keyope をツイートしてください．駄洒落も飛ばすのでご注意を！
gjpollock,Vancouver; BC,Mon Jun 22 16:40:07 +0000 2009,Health research communicator fighting the war on jargon. Occasional journalist; frequent photographer; Canucks apologist.
Robutts,Vancouver,Thu Jun 18 05:34:40 +0000 2009,Artist Doodler Painter Animator Casual Nerd
SweetBrosia,,Sun Mar 22 19:01:56 +0000 2009,
thebusloop,Vancouver; BC,Tue Mar 08 04:27:08 +0000 2011,Passionate user of transit and hand sanitizer. Observations and opinions by @Sanda_Noronha.
RajuSandhu,Vancouver; BC,Thu Feb 12 22:55:10 +0000 2009,PR communications professional. Lover of all things artsy. Interested in marketing; design; photography; social media and the 3Rs.
jsidhu24,,Tue Jul 13 23:56:52 +0000 2010,
brentarentsen,Whistler; Canada,Wed Mar 02 18:42:15 +0000 2011,Whistler lover & hotel enthusiast. Tweets for @TantalusLodge 
gaburt,,Fri Feb 04 05:05:58 +0000 2011,
ccnoordin,Salak Tinggi,Mon Oct 18 07:29:18 +0000 2010,
BCLibFan,Langley (In Spirit),Sun Nov 28 01:25:28 +0000 2010,A Friend of the Brave & Aspergian interested in air dominance.  Will block spammers.  *UNOFFICIAL FAN TWITTER PAGE!*
yellowmagenta,Vancouver; BC,Fri Mar 04 03:34:31 +0000 2011,
SkyTrainRadio,,Sat Mar 05 01:10:46 +0000 2011,Listening in to the SkyTrain staff communications. Real time information when problems occur. Tweets range from the mundane to stuff you've never have expected.
lensflaaare,Vancouver,Mon Sep 28 19:30:29 +0000 2009,
ArtsySportsy,North Vancouver,Wed Oct 10 21:28:04 +0000 2007,Marketing girl with deux amours: sports and the arts. I run; hike; dance and sing/jam with friends. I am curious and opinionated
jingabot,Vancouver; Canada,Sat Jan 10 01:42:38 +0000 2009,New Mama; Kitchen Ninja; Fashion Lover and World Traveller. I'm also crafty.
TransitSleuth,Portland; OR,Sat Jun 13 22:38:52 +0000 2009,Transit Sleuthing since 2006.
Jason_Sheard,BC; Canada,Tue Apr 07 17:09:00 +0000 2009,I'm into Star Trek; Sci-fi; Technology; Web Design and Current Events.  Married to @Tinabelle26. LLAP
five15design,Dunedin; New Zealand,Mon Nov 10 09:35:02 +0000 2008,Cafeinated Hypermediated Leftist Designer with sad devotion to #EvertonFC & UK indie music. From ChCh/Dunedin. Loves Vancouver/London/Melrose
ReeveConsulting,Vancouver; BC,Wed Apr 08 00:16:50 +0000 2009,Reeve Consulting is an experienced boutique consultancy devoted to exceptional results in ethical and sustainable purchasing. 
neelmalik,Vancouver,Mon Mar 30 04:14:19 +0000 2009,Lives in Vancouver. Works in advertising. 
ggrraccee,,Sat Mar 28 06:43:54 +0000 2009,Soon to be marketing and sustainability grad at UBC. Likes to #OMNOMNOM and dragon boat.     Let's get social.
suavejavier,,Mon Jan 03 04:15:21 +0000 2011,
VicFang,,Sat Nov 27 23:24:28 +0000 2010,
EnviroVotersBC,British Columbia; Canada,Thu Jan 13 00:55:07 +0000 2011,We work to get environmental champions elected by tracking their environmental performance; and by supporting environmentally minded candidates for office.
taxelsson,Vancouver; BC,Mon Jan 26 19:05:42 +0000 2009,Social enterprise builder/innovator and change agent. Very interested in privacy and community engagement & how to blend the two.
stinasays,Vancouver; BC,Mon Jul 06 15:04:30 +0000 2009,Lover of key changes; sarcasm; observational humour; hockey; meeting new peeps (unless they're the icky kind).
jessiepak31,,Thu Feb 24 00:18:01 +0000 2011,
thepubcrawls,Vancouver; BC; Canada,Wed Feb 23 05:05:48 +0000 2011,We're back supporting the Ride to Conquer Cancer!  Celebrate Cinco de Mayo with us and our mariachi band!   See you at he next crawl - www.thepubcrawl.ca
HankTranqTank,,Sun Feb 06 20:26:28 +0000 2011,
adrwm,Toronto; Ontario,Wed Feb 04 04:26:21 +0000 2009,HEY! It's me!
paulthomca,,Fri Feb 25 16:59:45 +0000 2011,
VanTransitFan,Vancouver; BC; Canada,Fri Feb 18 15:36:26 +0000 2011,I love public transit!    Stay connected with the Vancouver Transit Fan on:     facebook.com/VanTransitFan  youtube.com/VanTransitFan
AndrewLaiGS,Vancouver; BC,Thu Jan 27 23:39:31 +0000 2011,Advertising Rep at the Georgia Straight. Food Lover; Runner; Cyclist; Triathlete. Lions Gate Road Runner.
minniefeng,Oshawa; Ontario,Tue Jan 27 05:25:06 +0000 2009,Love for making music; playing music. Passion for teaching; reaching out to youth! You have been warned; I tweet a LOT! 
erinmacgregor,Vancouver; BC,Thu Jan 27 21:29:17 +0000 2011,I have to return some videotapes
avneet_johal,Vancouver; Canada,Fri Dec 03 19:04:01 +0000 2010,Travelling the world | Sports | Language | Tupac | Politics | Tintin | Academia | Life | Inspiration | Making a difference
ScottatBinnie,Metro Vancouver,Thu Feb 17 23:30:21 +0000 2011,Project Services Division Manager at R.F. Binnie & Associates Ltd.  Project Management; Design-Build; Owner's Enginer; Advisory Services
MichelleLKent,Canada,Mon Jun 30 04:21:07 +0000 2008,Married to  a great guy;Baking and cooking daily with my 6 yr old daughter.Love of photography  http://michellesrecipebox.blogspot.com/
shane0035,langley bc,Thu Feb 17 22:31:28 +0000 2011,
stephaniercw,Vancouver,Sun Mar 08 16:08:19 +0000 2009,Reporter; Producer; Writer; Actress; Singer; Unequivocal West Coaster. Love my family. I take every opportunity to learn something new; create and share. 
MistaStop604,,Sun Feb 13 20:14:53 +0000 2011,a transiteer in the 604
KuljeetKaila,Vancouver; Canada,Sat Jan 26 00:43:30 +0000 2008,Vancouver based actor; radio and television broadcaster. www.KJmedia.ca
IslandRail,Victoria BC,Mon Jun 28 06:33:53 +0000 2010,Architectural Draftsman(Revit/CAD);Rail/Transit Advocate;Amateur Photographer; Artist. Topics:architecture; urbn/trnsport planning; environment/social issues   
WESTAC,Vancouver,Wed Mar 04 08:54:51 +0000 2009,The Western Transportation Advisory Council (WESTAC) is dedicated to advancing Western Canada’s economy through improvements in transportation. 
Capybits,,Mon Feb 14 01:13:21 +0000 2011,
thedianamorgan,Vancouver; Canada,Mon Dec 27 01:00:01 +0000 2010,
chronichronic,Vansterdam/C-Town,Mon Mar 16 15:10:10 +0000 2009,Traveling circus
newsmerchant,,Fri Mar 05 01:43:29 +0000 2010,
RiversReach,New Westminster; B.C.,Thu Jun 17 16:46:20 +0000 2010, New Westminsters premiere pub; with the citys best food and tastiest drinks @ its best prices!! Its the place to be and be seen; we'll see you here!
elementsMA,Vancouver,Fri Oct 30 23:32:33 +0000 2009,Vancouver Martial Arts Academy offering women's self-defence and Martial Arts programming; indoor boot camp; and Martial Arts classes for adults & children.
SeanPeever,Canada,Fri Mar 20 19:56:37 +0000 2009,Geek Squad Canada Internal Affairs
BeautyNight,Vancouver/PrinceGeorge/Toronto,Mon Oct 20 20:21:12 +0000 2008,Beauty Night Society builds self esteem and changes lives.
JEEPSKINGBC,North Vancouver ;BC,Tue Jan 25 02:39:08 +0000 2011,Have a great inventory of all models of JEEP -DOGDE - CHRYSLER. will finance & TRADE.    contact : jeepkingcanada@gmail.com    
martinmacmahon,Vancouver; B.C.; Canada,Fri Sep 17 04:52:44 +0000 2010,MLSsoccer.com Whitecaps FC reporter. Sportsnet.ca contributor. BCIT Journalism student. Available for freelance work.
bchydro,,Fri Apr 03 17:37:43 +0000 2009,Official account for BC Hydro. News on prolonged power outages; projects; & more. For Power Smart; follow us @PowerSmartBC. Tweets by Digital Communications.
kaitlynn,vancouver,Sat Mar 24 04:09:45 +0000 2007,
MarishaDevoin,Nanaimo,Thu Mar 19 17:25:39 +0000 2009,Bassist and singer in 'n around the West Coast.  http://www.tumblr.com/blog/marishadevoin  The Femmes Fatales EVERY Tuesday night @ The Queens LADIES' NIGHT!
1995BoySkyTrain,,Tue Feb 01 02:42:52 +0000 2011,
HerraincoBrand,Vancouver; BC,Wed Mar 25 23:36:56 +0000 2009,Herrainco Brand Strategy + Design. We make brands—big and small—more successful. Serious foodie; wine lover and a bird geek. Blog at http://blog.herrainco.ca
icbc,North Vancouver; BC,Wed Jan 28 21:37:44 +0000 2009,The official ICBC account. Road-ready tweets from ICBC Senior Communications Specialist Karin Basaraba. Follow us for road safety; insurance & licensing tips.
3degreetheatre,Vancouver; BC,Sat Jan 22 00:11:38 +0000 2011,We're weird; random; but dead serious. If you're into those; you'd like us as much as we do. We bring you theatrical plays that carry impacting messages.
GlobalBC,Vancouver; BC; Canada,Thu Feb 12 20:02:28 +0000 2009,Home of B.C.'s #1 news programming.   Shaw Cable 11; Shaw HD 211
solarhill,Edmonton; Alberta; Canada,Wed Aug 12 22:39:39 +0000 2009,Civil engineering student; teaching and research assistant. Design enthusiast. Future urban transportation planner. The examined life is worth living!
firstkisses,Port Coquiltam; BC,Wed Apr 22 23:41:25 +0000 2009,you marry a role and you give up your soul 'til you break down.
kodiakbearPRO,Vancouver,Sun Aug 09 02:28:52 +0000 2009,A free thinker only confined by my means. I like to ask questions; take photos; and listen to music.  Follow or not!
ACTCanada,Canada,Thu Sep 03 13:14:42 +0000 2009,Canada's National Sustainable Mobility Network - our 2011 national Summit (#SMS2011) will be held in beautiful Vancouver; Canada.
niamhsays,Toronto; ON.,Thu Sep 10 02:41:34 +0000 2009,Reporter; Toronto Star. Reach me at nscallan@thestar.ca
24HourRelayBC,Vancouver,Tue Apr 07 18:48:41 +0000 2009,Helping children with disabilities in BC - Follow us for updates and news on the next 24HourRelay in BC. Tweets by Amy and Shannon!
leelee123a,,Mon Mar 23 04:42:38 +0000 2009,
NPAVancouver,Vancouver,Thu Sep 25 17:00:04 +0000 2008,Vote NPA for Vancouver Mayor and Council November 19th. Elect @SuzanneAnton and the Common Sense Team!
Glamourful,Vancouver; BC,Fri Mar 13 08:50:01 +0000 2009,Daughter; Little Sister; Big Sister; Friend; Amateur Photographer
Canuckoholic,Vancouver,Fri Apr 24 18:53:39 +0000 2009,• Trident Financial Investor Relations • Epitome of Canuck/Southsider Fan • Dragonboater • Dog = Nucky • Attached • Golf • Stocks • Water Pig/Scorpion •
colinbriggs,Vancouver,Wed Oct 15 01:54:24 +0000 2008,fun lovin' creative friend; marketing and promotion specialist.. loves new music and chocolate  
techcom,from Canada @stccwc,Thu Sep 11 09:53:07 +0000 2008,One son is writing a book. One son is building a city. My wife creates better living spaces. As a family we're changing the world.
BC_SPCA,British Columbia; Canada,Fri Aug 28 19:55:00 +0000 2009,The BC SPCA is a non-profit organization dedicated to protecting and enhancing the quality of life for domestic; farm and wild animals in B.C.
jstewart007,Vancouver ,Thu Feb 28 19:54:24 +0000 2008,
NicoleGrima,Vancouver B.C. ,Tue Mar 24 21:21:28 +0000 2009,Mining Procurement Specialist. Food; Finance & Fitness Fan. Training for Sun Run & Ride to Conquer Cancer in '12. 
space_cadet00,Vancouver; BC,Mon May 10 05:52:31 +0000 2010,CBC Junkie. Obsessed w/ Vancouver's geographical history. Food; music & craft beer lover.    Photographer for @VanMusicReview
MichaelAynsley,Vancouver; B.C.,Mon Oct 05 22:22:15 +0000 2009,News Curator with @OpenFileVAN. I love writing; sports; music and trivializing things in 140 characters or less.
AlbiJr,,Fri Jan 21 21:42:09 +0000 2011,Living life to the fullest.  Laziness is not becoming of anyone. Videographer for WhitecapsFC - Intern at Team 1040.  Venue. GB Packers. Anything sports.
Don_MacLachlan,Vancouver and Burnaby BC,Thu Oct 02 22:55:21 +0000 2008,Ex-journalist; now director of Public Affairs and Media Relations for Canada’s Simon Fraser University (although my posts are not necessarily on behalf of SFU).
tamtamarama,Toronto; Vancouver; Kelowna,Sun Dec 20 18:15:49 +0000 2009,Personal & professional. On sabbatical - exploration; investigation; professional development. Great food & wine. Competitive sailor. Travel. Adventure.
goMountainGuru,Vancouver; BC,Wed Apr 22 16:25:49 +0000 2009,Vancouver's free online hiking guide since 2006. Find local trails; maps and share photos in the community!
JordanTSimmons,Victoria; BC,Tue Jan 04 18:10:59 +0000 2011,Politics; mainly. Opinions are my own.
tomteotico,iPhone: 49.325066;-123.035034,Sat Jan 17 06:21:47 +0000 2009,Location Scout / Assistant Location Manager for Vancouver Film Industry for 14 years. Photographer.
RyanPierre,Vancouver BC,Mon Jan 03 03:31:33 +0000 2011,Believer / Husband / Dad / Martial Artist / TRX Trainer / Runner / Twist SC (bronze) / Vespa-Sector9-Zed Rider / MMA Fan *I hustle fitness for @studio604*    
ni_kol,,Sun Feb 01 18:04:16 +0000 2009,
YWVanWODA,Vancouver; BC,Thu Jan 13 21:22:46 +0000 2011,We are the team of staff and volunteers who organize YWCA Vancouver's annual Women of Distinction Awards.
CharBoychuk,,Wed Jan 12 19:58:44 +0000 2011,
sarahloewen,Vancouver,Thu Apr 16 15:07:12 +0000 2009,Online Community Manager for TravelSmart. Can usually be found drinking coffee; riding a bike; and whistling a happy tune.
D3vinW,Burnaby BC,Thu Feb 05 08:32:15 +0000 2009,I am Devin. Thats about it. Well; not really. I am a broadcasting student at BCIT; I shall keep you posted!
Mikomi_K,,Sat Oct 23 16:46:29 +0000 2010,
janetron,Beautiful Vancouver,Tue Nov 04 17:09:11 +0000 2008,I'M A BAD KID BABY!    == Actor & Writer == Be kind; work hard & dream BIG!
mvawitness,,Wed Jan 12 07:09:02 +0000 2011,A free public and independent search & post forum designed for motor vehicle accident parties & witnesses in British Columbia
rghardy,Vancouver; BC; Canada,Tue Jun 05 18:07:55 +0000 2007,I have been known to watch TV. But I've never been in a Harry Potter movie.
SarahandTigs,Vancouver,Fri Apr 24 03:29:05 +0000 2009,
allcareautosc,Coquitlam; BC,Mon Dec 13 03:30:50 +0000 2010,We are your allCARe auto solution; in Coquitlam; BC since 1980. Please join us on Facebook at: http://www.facebook.com/AllCareAutoSolutions for special offers.
martha5tewart,Vancouver; British Columbia,Tue Nov 04 15:38:29 +0000 2008,Romantical Geek Wordsmith
skytrainprez,Metro Vancouver,Mon Jan 03 17:48:10 +0000 2011,Pres and GM BCRTC responsible for operating SkyTrain and West Coast Express. Helping create a better place to live built on transportation excellence. 
mishaello,Vancouver BC,Tue Dec 08 08:07:12 +0000 2009,un medio valiente; medio cobarde; medio medio buena onda; medio hijo de la tiznada pero jamas un mediocre
keithbaldrey,Victoria BC,Mon Dec 20 00:27:29 +0000 2010,Political journalist for Global TV; British Columbia. Also write a syndicated newspaper column.  Keith.Baldrey@globalnews.ca
vancouver125,Vancouver,Thu Nov 11 03:03:35 +0000 2010,Celebrate Vancouver's 125th anniversary and year as a Cultural Capital of Canada in 2011. 
EthosStrategy,Metro Vancouver; BC Canada,Thu Apr 01 21:34:17 +0000 2010,Planning + Research + Communications - We provide meaningful and creative advice to public interest organizations. Tweets by Helesia
DanBurritt,,Wed Nov 17 18:30:13 +0000 2010,News1130 reporter.  Opinions are...wait for it...mine.
meIissa,Vancouver,Sat Mar 14 16:05:19 +0000 2009,
applegirl604,,Sat Aug 14 18:29:04 +0000 2010,
edhendrawan,Vancouver,Thu Dec 30 02:17:04 +0000 2010,a civil engineer in disguise
lindsayolsen9,Vancouver; BC,Fri Aug 07 18:41:24 +0000 2009,Media relations professional; music lover and vegetarian living in beautiful Vancouver; BC.
littlestarheim,Vancouver; British Columbia,Sun Oct 24 07:30:44 +0000 2010,Riding the train is all about moving forward. - David Levithan   
daniel_chadwick,Langley; British Columbia,Fri Nov 12 06:47:26 +0000 2010,A family man with two adorable children; living in Metro Vancouver.
hshomestaging,Langley BC,Sat Dec 27 20:51:23 +0000 2008,Passionate about home staging; we help home owners and real estate professionals sell property faster; for more money; by design.
amy_ami,Vancouver,Fri Apr 10 00:05:32 +0000 2009,Writer/editor; friend of animals; insatiable traveller; and sometimes meat eater.  Handy to have around.
WeslaWong,North Vancouver; BC,Wed Jun 09 18:02:34 +0000 2010,Weather @GlobalBC; Meteorology @MSState; BigSister @BBBSBC; Pescatarian; Animal lover; Plays Soccer; Piano & Ukulele
colorificprint,Vancouver; BC,Fri Nov 14 23:10:00 +0000 2008,We are a leader in the large format digital printing industry.  Custom printing; finishing; fine art and 3D signage.
CKNWWeekendNews,Vancouver,Sat Sep 26 15:31:30 +0000 2009,
herbcruz,ÜT: 49.200208;-122.554584,Thu Mar 13 14:22:12 +0000 2008,Husband... Father... Jazz Newbie... Geek
onlyfovpd,Vancouver,Thu Dec 09 14:50:41 +0000 2010,
TheDeniseWong,Vancouver; BC,Sat Jul 18 01:30:55 +0000 2009,News1130 Web Editor/Anchor. Die hard Canucks fan. Part of the anti-cilantro movement. Views expressed are my own.
TheAPBM,Stankonia,Fri Dec 10 07:43:30 +0000 2010,Pimp Extraordinaire
GreenVanpool,Metro Vancouver; Canada,Tue Sep 08 23:19:14 +0000 2009,Reduce single-occupant vehicles. Promote rideshare in Lower Mainland; British Columbia through Green Vanpool tweet program.
electricyvr,Vancouver; BC,Mon Dec 13 16:08:20 +0000 2010,Tweeting on my own behalf as an interested citizen and regular transit rider. Senior transportation planner by day.
GenBlanco,ÜT: 49.228391;-123.004679,Thu Jul 23 22:26:22 +0000 2009,Home Schooling Mom of 2; one with ASD. Business owner; Believer in Faith; Learning to Live in The Moment; Living Gluten Free. 
habsfaninbc,,Sat May 30 21:42:36 +0000 2009,
TheRealDeanHill,Vancouver; BC,Thu Sep 23 23:41:53 +0000 2010,Join Dean Hill weekdays from 2pm to 7pm; only on Classic Rock 101.
GeefromBC,Surrey,Thu Aug 26 00:32:15 +0000 2010,#Surrey #RIPGrizzlies #southsider #downbythesea #barzoverjokes
Brookland_condo,Surrey; British Columbia,Thu Oct 28 22:51:21 +0000 2010,The Brookland condo development in Surrey - 1 and 2-bedroom homes for sale in a new real estate development in Surrey; BC
knowwhere2stand,Vancouver; BC; Canada,Mon Apr 13 17:06:23 +0000 2009,
RalphsRadio,Vancouver,Thu Jul 16 20:49:53 +0000 2009,Family business in Vancouver since 1949. Specializing in car audio; car security; wireless & satellite communications. www.ralphs.ca; www.ralphsblog.ca
RetainMyTalents,Vancouver,Sat Dec 04 01:38:05 +0000 2010,Tech Savvy Sr. EA/AA seeks P/T career opps. in Vanc(dwntn pref) Res/BusDev; Mrktg; Dbase Mgmt;WP & DE 120WPM; Team Lead;Positive;Proactive & Engaged 
dizzysays,New Westminster; BC,Tue Jan 13 05:50:25 +0000 2009,
erwin_,iPhone: 49.223072;-122.930550,Wed Sep 03 17:24:50 +0000 2008,dancer. gamer. laugh-er. lover of life. and all-around nice guy (i try anyway)
jpchow,iPhone: 49.156815;-123.130966,Fri Feb 20 22:15:42 +0000 2009,WPF Developer
computergeek008,Vancouver; BC,Wed Feb 03 00:18:47 +0000 2010,An ordinary teenager with a strong passion for computers. Goal is to become an A+ certified technician.
KristinaG15,Vancouver; BC,Wed Apr 01 20:43:51 +0000 2009,About me: Accountant; Italian; Disney; Sunshine; Wine; Basketball; Vancouver; Celebrity Gossip; Reality TV; Music :)
tekayfotuwan,Vancouver; Canada,Thu Aug 30 07:12:41 +0000 2007,Developer. Likes games; playing bass; skiing and being outside. Often snarkastic and almost always playing devil's advocate.
perceptus,Vancouver; Canada,Thu Dec 25 22:15:07 +0000 2008,Perceptus Solutions Inc. is a small technology firm in beautiful Vancouver; Canada.  We provide IT solutions for small businesses and operate our websites.
ryoha,49.278319;-123.075773,Sun Feb 24 03:23:54 +0000 2008,Just another Vancouverite geek.
JasonRickey,Vancouver; Canada,Sat Sep 18 19:48:08 +0000 2010,Actor: I pretend to be other people in real life thats called Schizophrenia! Get paid to be other people its called ACTING! Not Famous Just Work With The Famous
joezaccaria,Langley; BC,Sat Mar 14 18:37:47 +0000 2009,Small business owner and political junkie that loves to follow all levels of  politics & government; new urbanism; and transit options including Light Rail.
elizabethanbee,canada,Tue Mar 10 05:27:48 +0000 2009,a busy bee
tjyusun,Vancouver,Wed Mar 25 03:33:50 +0000 2009,everything is overrated  :)
nlamontagne,Vancouver - LA,Mon Feb 23 13:54:30 +0000 2009,City Planner / Urbanist / Student (PhD @ UCLA)  Fascinated by the many random things that makes cities interesting and wonderful places to be and live
marissa_elise,Vancouver; BC,Mon Mar 23 04:34:27 +0000 2009,sfu cmns grad; working in real estate development with a wide-eyed sense of optimism; marketing + communications @BoffoProperties (also with @TakeFiveCafe)
hosea24hours,Vancouver,Wed Jan 07 01:53:05 +0000 2009,Sports (Canucks; Lions; Whitecaps) writer for 24 hours Vancouver; Sun Media/QMI Agency. I get paid in pogs. It's a sweet gig. FYI: it's pronounced ho-zay-ah
TessTattles,Vancouver,Sat Jun 12 16:00:05 +0000 2010,CEO of MCNG Marketing. I love the spa; food and social media. My dogs always come first. Major T-Rex obsession.  
swiggss,Vancouver; B.C.,Mon Jan 25 18:08:23 +0000 2010,journalist. sometimes writes with a pencil; mostly online. tweeting for @OpenFileVAN on the weekends  
13peta,Canada,Thu Jun 24 03:35:44 +0000 2010,An Aussie currently living in Canada.
EVJohnny,VanCity,Fri May 07 07:38:18 +0000 2010,Elevating the world - thoughts on life;biz;sports+randomness - Breathe deeply and appreciate the moment. Living in the moment could be the meaning of life.
daniellemakes,Vancouver; BC,Tue Dec 30 23:11:19 +0000 2008,I make things. More specifically; I'm making one thing every day for an entire year. I also dig tunes and coffee and travelling to far-flung destinations.
hollyburn,Vancouver; BC,Sun Dec 14 03:35:47 +0000 2008,
dpogue,Vancouver; Canada,Tue Jun 03 03:02:08 +0000 2008,Software Developer and Web Fanatic
UrbanSnapshot,Vancouver,Tue Nov 09 05:46:16 +0000 2010,Urban-Snapshot - A snapshot of your community! Urban-Snapshot puts a spotlight on interesting people and places in Vanouver. Get to know your neighbourhood!
VancouverJock,North Vancouver,Thu Oct 21 21:16:09 +0000 2010,Sport; health & fitness kinda guy. Soccer; tennis; running; kickboxing; I love it all.I practice Thai yoga massage 7783841810
markpaul87,Mars -withCharlieSheen,Tue Sep 07 02:50:49 +0000 2010,winning jitting passa pasaa - jatt moja khardah whe - gurdas maan fan -۹β 
kwtao,,Tue Apr 06 15:18:19 +0000 2010,
kpregler,,Sat Jan 30 17:38:16 +0000 2010,
sniaz12,,Fri Nov 12 06:12:13 +0000 2010,
jazy_jaz_x,in your closet...,Mon Sep 20 16:49:03 +0000 2010,o haii! i like zebras...check out my dA: jasmineepearl
CBCTraffic,Vancouver,Wed Nov 03 22:25:30 +0000 2010,The latest Lower Mainland traffic so you know; before you go. Amy Bell and Jenna Chow can be reached at 604-662-6134 or * or # 690. Don't tweet and drive!
MentalBloody,Whalley; BC,Tue Sep 23 06:00:49 +0000 2008,Word! I'm The One & Only MentalBloody! ♥ I'm a★! U know ya♥me! xoxo{mwah}! ☆Toke☆Till☆You☆Choke!☆ ☆All☆Day☆All☆Night☆Bitch!☆♥
jerallingham,Vancouver,Tue Nov 16 01:37:06 +0000 2010,My bands are 'Factories and Alleyways' & 'Like A Martyr'.  Work for CBC Radio.  Opinions/comments are awesome and mine only. 
bifnaked,Vancouver,Wed Oct 08 03:20:53 +0000 2008,International Recording Artist; Speaker; Lecturer; Advocate; Activist; Straight-Edger; Vegan; and TroubleMaker. 
peterlouwe,British Columbia,Tue Mar 03 23:34:07 +0000 2009,Communications professional; recovering tv reporter and journalist. Interested in the world. Family man; writer; skier; cyclist; coach; gardener; cook. 
thebrewerydist,New Westminster; BC,Tue Feb 02 07:09:22 +0000 2010,A vibrant; walkable urban community on the former Labatt Brewery site destined to include 1.4 million sq ft of retail; commercial; health & residential space
BestHomesBC,Vancouver,Thu Dec 18 22:57:07 +0000 2008,Weekly property column in the Vancouver Sun; 'Sold (Bought)'; and real estate marketing through BestHomesBC.com and AssignmentsCanada.ca
EsmirMilavic,ÜT: 49.230777;-122.88983,Mon Mar 15 04:59:00 +0000 2010,Journalist; blogger. Bosnian blog: Novinarskim perom; English blog: From Bosnia to Canada. Contributor for The Propagandist Magazine 
cyan0tic,Surrey; BC,Wed Mar 25 23:47:21 +0000 2009,
penumbradesign,North Vancouver; BC,Mon May 17 01:48:18 +0000 2010,Residential design that transforms personal stories into unique living spaces through architecture
ericafromcanada,Brisbane; Australia,Sun Dec 28 16:22:33 +0000 2008,John Hughes film enthusiast and UBC Vancouver student on exchange at the University of Queensland.
kyletiney,British Columbia; Canada,Sat Oct 02 23:22:26 +0000 2010,Professional fundraiser for Burnaby Hospital Foundation and avid fan of the Vancouver Canucks; Vancouver Whitecaps; and Canadian Women's National Soccer team!
Absurdist_Mason,Burnaby; BC,Tue Sep 14 02:34:21 +0000 2010,Writer; stand-up comic; absurdist; blogger; social media guy; film reviewer. Jack of all trades; master of some.  http://tinyurl.com/2edcxfm
cadijordan,Vancouver,Fri Oct 30 04:27:48 +0000 2009,Providing Savvy Social Media; Marketing & Biz Solutions to the Spa; Health & Wellness Industry! Chosen Charity to support for 2012 @PassionTeams 
captnbunny,,Fri Jan 02 06:21:44 +0000 2009,
LH604ever,North America,Fri Apr 02 19:38:12 +0000 2010,Old Enough to know better Educator; Dad.  Love hockey; video games; science fiction and comedy. I'm the stick to @ChynaFlip's Net! ;) 
agataklein,Fraser Valley; BC; Canada,Sat Mar 21 04:27:55 +0000 2009,Entrepreneur; Graphic Designer; Business Consultant. I am so thankful for being able to live my dream.  Facebook Fan Page: http://bit.ly/exiRBU
masalapuri,Vancouver,Sat Sep 19 01:42:44 +0000 2009,Communications & Engagement Leader at @bcpsqc. Founder of @beevancity @eastvanlove @coopculture @rangichangi @ehrcn. Tweets are of my own; not my organizations.
derrickcheung,Vancouver; BC Canada,Sun Mar 08 14:33:44 +0000 2009,
KimosabeYVR,Metro Vancouver,Wed Nov 03 06:28:45 +0000 2010,Sometimes insightful. Sometimes sarcastic.  Sometimes neither.    
UFWcoquitlam,1101 United Blvd. Coquitlam BC,Tue Oct 26 03:27:29 +0000 2010,United Furniture Warehouse is committed to offering home furnishing solutions to fit anyone's budget by carrying good quality; brand name furniture at prices...
TheRecord,New Westminster,Thu Apr 02 22:33:32 +0000 2009,New Westminster's Hometown Newspaper
JournalismJunki,Coquitlam; B.C.,Fri Mar 06 20:22:51 +0000 2009,
KarensPartyLite,Port Moody; BC,Wed Mar 10 18:32:29 +0000 2010,
RecyclingBC,Vancouver; B.C. Canada,Fri Apr 02 23:07:57 +0000 2010,The Recycling Council of BC; a registered charity;  helps you be greener with easy-to-use recycling tips; eco-friendly disposal advice and the latest eco-news. 
merakicore,Vancouver,Sun Mar 01 04:06:39 +0000 2009,
whalleylegion,Surrey; BC,Fri Oct 08 00:58:44 +0000 2010,Branch #229 RCL is one of over 160 in B.C./Yukon Command. Located in North Surrey; British Columbia; a short walk south of the Gateway Skytrain station.
It_is_Dane,Brandon; Manitoba; Canada,Sun Mar 08 19:17:08 +0000 2009,Living the dream one day at a time in Canada's breadbasket. 
PJCavan,Vancouver; Canada,Tue Oct 20 10:07:16 +0000 2009,An Irish émigré tweets about North American and European points of interest.
NextStopOrBust,Vancouver; BC - Canada,Sun Oct 31 20:48:25 +0000 2010,Twitter for Priority Seating (blog about accessible public transit) & Ask A Wheeler (disability Q&A blog). I also tweet about disability issues.
MileagePhoto,Delta; BC; Canada,Sun Oct 31 21:19:36 +0000 2010,I say what you're thinking.  Urban and Rural Transportation Planning student @langaracollege
darahhansen,Vancouver,Fri Nov 21 22:16:35 +0000 2008,Workplace reporter; Vancouver Sun.   Not afraid of horses; fast cars or wading in waist deep to get the story.
MacLarenVan,Vancouver,Mon Mar 01 20:53:27 +0000 2010,We're Vancouver's only single-entity full-service ad agency. Each month one follower who retweets wins lunch with @MacLarenVan's GM's Hagan and Rick. Retweet. 
