screen_name, location, created_at, description
hcma,Vancouver; BC and Victoria; BC,Mon Jun 08 16:27:58 +0000 2009,We are passionate; innovative and considerate architects who believe in enhancing and delighting the communities we work and live in.
MoreHomes4,,Fri Dec 02 20:15:48 +0000 2011,More Homes for More People: A Conversation on Housing in Metro Vancouver #morehomes
LangleyAwning,Langley; B.C.; Canada,Fri Jan 13 20:30:39 +0000 2012,Specializing in the manufacturing and installation of high quality signs; awnings; and rollshutters for over 20 years throughout the Lower Mainland.
LegacyLiquor,Vancouver; BC; Canada,Fri May 21 00:14:00 +0000 2010,The largest privately-owned liquor store in BC | Located in the beautiful Village on False Creek
amcanblinds,Vancouver BC,Sun Dec 25 02:06:10 +0000 2011,We've got your windows covered!
GLOBE_Series,Vancouver; BC; Canada,Tue Oct 06 19:20:59 +0000 2009,Join us for North America's largest international Conference & Trade Fair on sustainable business and environmental innovation; March 14-16; 2012. #GLOBE2012
SustainaSaanich,Saanich; BC,Sun Mar 29 03:25:01 +0000 2009,Community-based sustainability and climate action news; programs and tips from the District of Saanich.
FVConservancy,Abbotsford BC,Tue Dec 22 21:07:52 +0000 2009,FVC places lands in trust for our future. We protect environmental and historic sites and facilitate stewardship actions for Nature. Tweets by Suzie
RUNVAN_rdjordan,Vancouver; BC,Thu Dec 15 01:05:15 +0000 2011,Race Director | Vancouver International Marathon Society |   41st BMO Vancouver Marathon | May 6 2012 |  Cyclist w/ a running problem | Community Advocate 
StepanVdovine,British Columbia; Canada,Fri Nov 07 00:25:29 +0000 2008,former two-term school trustee; @VisionVancouver co-chair; partner @sq1counsel 
JOurom,Vancouver,Sun Jun 19 17:04:28 +0000 2011,Journalist/photographer/educator motivated by the environment; sustainability and blueberry waffles. @ClimateSmart; outdoors and natural light enthusiast. 
TWFabShop,Vancouver; BC; Canada,Mon Nov 14 18:58:38 +0000 2011,Have a wood fabrication project? Contact us! We provide training & employment to youth struggling to join the workforce while producing quality wood products.
gwinterbottom,Vancouver;BC;Canada,Tue Sep 02 23:31:09 +0000 2008,Thinking about cities;sustainability & photography while cycling everywhere and enjoying good food. 
iLiveMtPleasant,Vancouver; B.C.,Wed Nov 30 16:43:43 +0000 2011,iLive in Mount Pleasant is a Livin-in and a Happen-in thing!
SFUSCC,SFU Burnaby British Columbia ,Mon Nov 28 17:10:49 +0000 2011,The 12th Annual Western Canada Sustainable Campuses Conference @SFU. February 16-19 2012.  Keynote speakers; networking opportunities; Campus as a Living Lab! 
ArtsFutureYVR,Vancouver; BC,Thu Oct 06 18:44:36 +0000 2011,A display and celebration of the Future of Community Arts in Vancouver - engaging with 12 partners who are involved with youth + community + art @ArtsCouncilYVR
AderaHome,Vancouver; BC  Canada,Tue Apr 21 16:22:52 +0000 2009,YOU inspire us. You inspire us to do a better job every day; to build better homes; and to build homes that allow you to live a better life. #LIVEWESTCOAST
CircadianGroup,Metro Vancouver,Sun May 23 01:42:47 +0000 2010,A dynamic real estate organization: involved in land acquisition; designing; developing; building and managing innovative projects in Metro Vancouver. 
AnthonyNSmith,Vancouver; BC,Wed Aug 18 09:17:37 +0000 2010,Data visualization expert passionate about human health and environmental sustainability.
CEPVancouver,Vancouver; BC; Canada,Wed Sep 23 16:15:28 +0000 2009,Connecting Environmental Professionals; non-profit for networking and careers in sustainability. Come connect with likeminded people and change the world
CommonEnergyUBC,UBC,Wed Jul 15 18:43:21 +0000 2009,A student run climate action and sustainability organization at UBC.   @CommonEnergyUBC tweets by @quinn_runkle  Like us on Facebook: Common Energy UBC
lorinakeery,Vancouver; BC,Sun Jan 16 04:17:53 +0000 2011,Passionate about the environment and cooking. I combine the two passions by cooking with local food and veg I grow myself. See blog for more details.
GECCoop,Maple Ridge/Pitt Meadows,Fri Mar 11 06:27:06 +0000 2011,Vision: to open a storefront Co-op for #mapleridge & #pittmeadows offering local products; helping to strengthen community and re-localize our economy. #GECCoop
TantraMassageBC,Vancouver; BC | Singapore,Fri Sep 23 08:44:02 +0000 2011,Tantra Masseur & Masseuse Couple for Women; Men & Couples.  Locations: Vancouver; BC & Singapore | Available: 24/7.  Email: viptantramassage@gmail.com  
sarenatalbot,Vancouver,Thu Feb 17 22:38:01 +0000 2011,Passionate about community. Committed to social change. Certified skipper. Education Program Assistant @CoDevCanada. Candidate Liaison @COPEVancouver.
penguinstorm,Out here on the raggedy edge.,Tue Apr 14 03:14:00 +0000 2009,Picture taker. Word maker. I shoot a lot of live events; portraits; products and places. Also; apparently; a Wilco fan. http://tinyurl.com/7pubzhw  
LouieJacqueline,Vancouver; B.C.,Fri Jul 01 21:40:21 +0000 2011,A thinker sees his own actions as experiments and questions--as attempts to find out something. Success and failure are for him answers above all.  F. Nietzsche
McCullochAudrey,Vancouver,Wed Jul 20 03:25:18 +0000 2011,Dynamic; consultative Biz Developer and Networker; helping results-oriented companies enhance their brand; dog lover; fundraiser; new Social Media enthusiast.
Pamela_Danz,Maple Ridge; Pitt Meadows,Sun Nov 22 03:53:13 +0000 2009,Ridge Meadows Real Estate Specialist / Resident 30+ yrs / MacDonald Realty / BC & Mexican Adventurist / Percussionist / Green Business/  www.pameladanz.com
acleanvancouver,Vancouver;BC,Sat Sep 10 15:23:38 +0000 2011,With over 20 years of experience in Janitorial Management Services in The Vancouver area. 604-888-1588
george_affleck,Vancouver; BC; Canada,Wed Feb 04 21:43:58 +0000 2009,Vancouver City Councillor (NPA);   Found & President; Curve Communications (Marketing Communications in Vancouver; Canada)
ShieldMasonry,Vancouver; BC; Canada,Mon Aug 08 12:57:11 +0000 2011,Residential & commercial masonry including restoration; building envelopes; stone work and landscaping. Providing services in Metro Vancouver and Area.
EarthFound,British Columbia; Canada,Sat Jul 31 16:19:55 +0000 2010,Earth Foundation uses large scale murals; school projects and public art to connect people; students and communities to the environment. 
thomas_falcone,,Wed May 18 04:51:04 +0000 2011,Senior undergrad political science/philosophy student @KwantlenU. Tweets on politics & culture from Vancouver. Husband; foodie; audiophile; urbanite -- 日本語も少々。
OlmaniDev,North Vancouver; BC,Tue Jul 05 20:28:37 +0000 2011,We are a full service kitchen; bathroom; deck; home renovation company and we are able to handle all aspects of your projects in and around Vancouver; BC.
FrontlineRE,Surrey and Langley BC,Tue Sep 07 23:42:50 +0000 2010,Frontline Real Estate Services is a full service real estate firm specializing in the Surrey – Langley market.
MinutemanPress1,Surrey; British Columbia,Thu May 05 05:34:25 +0000 2011,Offers You Exceptional Print Quality; Free Quotations; And Free Pick Up & Delivery! 604-572-8558. Occasional Tweets By @NadiyaMasse 
rosspapa,Vancouver; BC,Tue May 12 08:14:34 +0000 2009,Multi-purpose Designer currently @dossiercreative. I'm focused on Interaction; Social; & Communication Design.  For my personal twitter; follow @rovipapa
PeterThanas,Vancouver,Sat Apr 10 18:58:44 +0000 2010,
AzureProperties,British Columbia CANADA,Mon May 25 05:20:27 +0000 2009,Real Estate Investing -  Exquisitely Furnished Properties Vancouver & Vancouver Island
RainforestRoof,Vancouver BC,Thu Mar 11 20:18:55 +0000 2010,For over 20 years; Rainforest Roofing has been providing practical roofing solutions for homeowners in Vancouver and the Lower Mainland.  
thinkjulie,Coquitlam; BC,Wed May 26 16:51:48 +0000 2010,REALTOR®. Living in & Loving the Tricities! Dancer; singer; foodie; surfer; skiier; scooter chick and crew chief for Practical Gravity Racing!
LiveSmartBCca,British Columbia; Canada,Wed Mar 02 21:38:03 +0000 2011,LiveSmart BC helps you make green choices to save money at home; at work and on the road. Be part of the solution. You choose; you save. Carbon Neutral Tweets!
Offsetters,Vancouver; Canada,Fri Mar 27 22:25:05 +0000 2009,As Canada’s leading provider of carbon-management solutions; we help organizations and individuals understand; reduce and offset their climate impact.
BuiltSpace,Vancouver BC Canada,Mon May 16 18:32:31 +0000 2011,BuiltSpace involves people in their built environments.  Engage collaborate connect  #buildings  #comfort #energyefficiency #LEED 
VancityPhotos,Vancouver,Tue Jun 22 20:16:40 +0000 2010,Pete Jones is a Vancouver based photographer. He was born and raised in Vancouver; but has also photographed The Canadian Rockies and Cuba to date.
HeathDoi,Victoria ,Wed Feb 23 19:34:01 +0000 2011,Recent UVic grad (B.A.) and UBC Law 1L come Sep 2012. Can't get enough of B.C. politics; public policy; hot yoga; books; and the #yvr commute. 
Karenbc23,vancouver; canada,Sun May 08 03:21:02 +0000 2011,karen and brian doing back to back guitar solos into eternity - and re/tweeting interesting news about culture; architecture; design; union activism etc...
VanAdMen,Vancouver; BC,Fri Jun 24 02:58:01 +0000 2011,Advertising Consultant for Direct Response Media Group - Money Saver; http://www.ClipDeals.com & More. 604-345-4372 Call Now!
ClotheslineBC,Lower Mainland; BC,Tue Jul 12 16:09:46 +0000 2011,Canadian Diabetes Clothesline® takes unwanted clothing; linens; toys and just about anything else that clutters your home. Donations are taken to Value Village.
EcoArtsSalon,Vancouver; BC,Tue Jul 26 15:24:10 +0000 2011,a monthly event to showcase community-engaenvironmental artists in Vancouver and dialogue about art+environment+community. It is coordinated by @ArtsCouncilYVR 
urbananalytics,Vancouver; BC,Fri Feb 20 15:23:03 +0000 2009,Nearly 25 yrs of consulting & advisory for new residential development - urban; mixed use; resort; etc...anywhere.
DunbarTheatre,4555 DUNBAR ST. VANCOUVER;BC ,Wed Nov 18 23:07:47 +0000 2009,A favourite neighbourhood theatre serving the Best Popcorn in Town! Recently upgraded to best 3D & Digital Technology! 
leslie_mcguire,,Tue Jan 12 02:47:31 +0000 2010,Elementary School Vice Principal - Enjoying new hearts and minds at Brooksbank in the Library; and of course everything Green 
BcGoGoBox,Vernon; BC,Mon Apr 04 18:19:47 +0000 2011,Make the move easy with GoGoBox reusable moving boxes. Less time; less effort; less money; & less effect on the environment.
LeftCoastNewfie,Vancouver; BC,Tue Jul 20 07:15:44 +0000 2010,A displaced Newfie living large in Rain City.  Ocean? Check.  Mountains? Check. Snow?  Not so much...
LynnOsler07,Vancouver,Sun Jul 03 04:07:17 +0000 2011,24 year old Vancouverite who's passionate about sustainability.  Follow me on my blog:  http://dailyinspiration123.blogspot.com
VanFFL,Vancouver,Fri Jul 23 01:13:02 +0000 2010,Non-profit centre which enhances the wellness of individuals living with life threatening illness by providing complementary & alternative health therapies
adrienherberts,Vancouver; Canada,Fri Mar 25 17:44:19 +0000 2011,One day; hope to be a '5' on the True Grit scale. | www.adrienherberts.me
VantageRealty,Vancouver; BC,Mon Dec 21 17:44:02 +0000 2009,Our Agents are at the top. Surrey; Vancouver; Burnaby; Richmond; Langley; Maple Ridge; Coquitlam; Port Moody; Delta; White Rock; Aldergrove; Abbotsford and more
YuriArtibise,Vancouver; BC,Wed Aug 13 01:37:14 +0000 2008,I'm a policy analyst; blogger; urbanist & community manager who is re-discovering what #Vancouver has to offer. I also tweet for @PlaceSpeak and @SpacingVan
Viva_Van,Vancouver; BC,Tue Apr 19 20:56:35 +0000 2011, Imagine if you transformed popular Vancouver streets into public spaces that attracted people to spend more time on the street! That's Viva Vancouver!
HPstoreVan,Vancouver; BC; Canada,Sat Dec 11 21:01:49 +0000 2010,The first dedicated HP Store in Canada (or USA) brings you unparalleled selection and expertise. Follow us for exclusive events; in-store promos & all things HP
KenCharko,Vancouver; British Columbia,Mon Aug 17 22:46:17 +0000 2009,Vancouver NPA Council Candidate. Owner of The Dunbar Theatre; President of Golden Spoon Frozen Yogurt Canada. Director of Motion Picture Theatre association
D4Repurposing,Vancouver; Canada,Tue Aug 03 04:40:45 +0000 2010,Advocating Repurposing in Design to extend the life of our products.  Sustainable Product Designer/  Traveler/  Photographer/  Scavenger/  Design Junkie    
VancouvertoSea,Vancouver,Mon May 16 21:48:38 +0000 2011,Vancouver Arts; Culture; Music; Festivals; Green friendly Deals; and fun stuff Blog
VertiThink,Vancouver BC; Canada,Fri Jan 29 04:07:00 +0000 2010,Not a wealthy industrialist; philanthropist or bicyclist. Marketing monkey for a wireless co. They r not responsible 4 my tweets. Do I really have 2 write that?
W21Conferences,Everywhere,Wed May 11 19:45:22 +0000 2011,Walk21:  The international conference on walking and liveable communities.  In Mexico City October 2012 
talkingfrog,vancouver  british columbia,Fri Mar 20 10:46:35 +0000 2009,(first nation)(religion:anglican)(sports:canucks lions)(hobby: jamming /gospel -piano-guitar)  nisgaa elder (MANY EYES ARE WATCHING YOU)
modo_carcoop,Vancouver; BC,Wed Nov 17 21:43:19 +0000 2010,It's not what you drive; it's what you share.
liveorigin,Burnaby; BC,Mon Jul 19 00:23:40 +0000 2010,This account is now closed - please follow @portegroup for Origin updates.75 contemporary apartment homes & lofts on Burnaby Mnt with all the amenities of SFU. 
TrevorLoke,Vancouver,Wed Feb 09 21:05:01 +0000 2011,Vancouver Park Board Commissioner; City Planning Commission; LGBTQ Advisory; Disabilities Advisory; Founder @weeveit ; Athlete; (world's pickiest) Vegetarian
MikeMagee,Vancouver; BC,Thu Nov 06 07:36:05 +0000 2008,Chief of Staff for Mayor of Vancouver.
CityStudioVan,Vancouver BC,Sat Apr 09 03:14:45 +0000 2011,  CityStudio Vancouver is an energetic hub of learning and leadership where students design and implement Greenest City projects.
wesgroup,Vancouver; BC,Thu Jan 28 07:22:56 +0000 2010,A Vancouver-based; family-owned real estate company that specializes in the development of sustainable; mixed-use spaces.
AndersonProto,Port Moody; BC; Canada,Thu May 21 18:47:26 +0000 2009,Custom Machining and Prototyping; in Everything from Titanium to Bamboo. Your amazing IDEAS realized through our skilled hands.---(watch the video under NEWS)
innesy,,Sat Mar 21 19:00:44 +0000 2009,director of bnode architects
edwin_tweet,,Thu Oct 21 18:38:33 +0000 2010,Green building professional; engineer; volunteer; activist; thinker. Passion for BIM; IPD; biomimicry and leaving this world a little better than we found it.
GrittaniLiving,Vancouver,Sun Aug 22 22:39:11 +0000 2010,Lover of big trees and blue skies; sub-par stand-up paddleboarder. New & enthusiastic Vancouverite with fondness for Whistler and TO. Opinions here my own.
ErikaFinlay,Vancouver,Wed Jul 07 18:42:19 +0000 2010,Non-for profit nerd; green design fanatic and in charge of public programing at Science World in Vancouver. 
LoveVancouver,Vancouver; BC,Fri Feb 13 20:40:27 +0000 2009,Love Vancouver; Love Your Planet is a green arts; music & lifestyle festival that comes alive on June 5th; 2011 along the seawall in False Creek. #LoveVan
TimWray,Vancouver; BC,Fri Jun 19 11:54:46 +0000 2009,Real Estate Agent with CENTURY 21 In Town Realty; Vancouver. I love living in Yaletown and marketing & selling amazing Vancouver homes! Call me: (604) 781-5692.
reflexp,Canada,Wed Mar 17 16:52:21 +0000 2010,From concept to completion; at Reflex Printing we offer a wide array of Environmentally friendly printing services. 
RonChunick,Vancouver; B.C. Canada,Mon Feb 14 05:35:43 +0000 2011,******METRO VANCOUVER URBAN LIFESTYLE REALTOR!!! ******I LOVE TO SELL VANCOUVER CONDOS & TOWNHOMES!!!  
Live_4_Tomorrow,Vancouver; Canada,Wed Apr 08 06:50:22 +0000 2009,Natural; non-toxic cleaning products. Plant and mineral based ingredients. EcoLogo; Vegan and Leaping Bunny certified. 
RDVancouver,8683 Kerr Street; Vancouver BC,Tue Sep 28 17:52:36 +0000 2010,Developed by ParkLane Homes; a 130 acre site located in southeast Vancouver. Future home to 10;000 new residents; parks; retail; schools and a community centre
bradrichert,Langley; BC,Sun Apr 11 23:46:03 +0000 2010,Husband; father of 3 daughters; natural capitalist; ethical investor; full-time REALTOR® based in Langley; serving the Fraser Valley with all I got.
InderN,Vancouver; BC,Fri Jun 26 01:15:49 +0000 2009,
CostlessExpress,Coquitlam; BC,Fri Apr 03 16:20:15 +0000 2009,Greater Vancouver's best eco-friendly single source office supplier! Coffee; copy paper; snacks; janitorial; and more. Free carbon neutral delivery!
Y4CJN,,Thu Feb 17 03:34:51 +0000 2011,We are students from Vancouver working on climate justice. Current project: http://earthdayparade.ca/ Sign our petition at : http://earthdayparade.ca/petition/
Ashley_Realtor,Vancouver; BC,Fri Mar 20 06:35:49 +0000 2009,VanCity admirer; music lover; positive energy seeker! @REBGV Director-at-Large and Westside Division Director; Vancouver REALTOR®... Loving life!
MTpleasant_Van,Vancouver; BC,Sat Nov 07 05:29:27 +0000 2009,Experience Mount Pleasant Project! @Ashley_Realtor & @MaureenSeguin giving u all that's Mt Pleasant including Real Estate & Community Happenings!
MissLKP87,Vancouver,Mon Oct 11 05:52:44 +0000 2010,M.URB student at @sfuurban | Graduate from @UCalgary | Interested in Planning and Transportation | New to Twitter 
EMBERSGR,Vancouver BC Canada,Sat Mar 26 18:06:07 +0000 2011, Embers Green Renovations a Non-profit Construction Company! Let us help you with your next Construction Project. On time; On budget; high quality. 
viaarchitecture,Seattle; WA / Vancouver; B.C.,Wed May 20 19:00:25 +0000 2009,Racheal in our Seattle office; updating you about architecture; planning; and upcoming events
debrandservices,Vancouver; BC,Mon Jan 04 05:55:56 +0000 2010,debrand specializes in innovative and responsible solutions that reduce corporate waste. 
sunspiritwv,Dundarave; West Vancouver,Tue Mar 01 19:45:45 +0000 2011,Sun Spirit Gallery in West Vancouver is proud to offer a superior collection of West Coast Native Art from renowned artists and emerging artists alike
NorthVanCityLib,North Vancouver; BC,Sat Feb 13 20:18:14 +0000 2010,A community meeting place & gateway to knowledge; NVCL provides services emphasizing popular material; life-long learning; literacy; and cultural diversity.    
Vertopia,Seattle,Tue Mar 17 07:24:31 +0000 2009,Vertopia provides Web 2.0 Social Technology consulting. We get your biz to green places!
ElementsSociety,,Sat Mar 12 18:47:07 +0000 2011,The non-profit with the big impact - bringing environmental education; training and program support to School Districts; governments & others across Canada.
FrancescaBuono,,Mon Mar 09 21:12:21 +0000 2009,Assistant Manager Education & Training; Real Estate Board of Greater Vancouver responsible for administration of Professional Development & Industry training
jim_balakshin,,Sun Jun 28 05:29:15 +0000 2009,Ball. Action.                Living it up in Vancouver.  Lover of inspiring; genuine; unique; creative; people; places and things. In that order.        
ThePRLife,Vancouver; British Columbia,Mon Jun 15 14:35:15 +0000 2009,BPR. Coffee snob with an excitable passion for social media. Motivator extraordinaire. Lover of things health; fitness and environment related. 
square1paving,Victoria; BC; Canada,Sun Feb 20 03:18:37 +0000 2011,Square One Paving Ltd - asphalt imprinting services throughout British Columbia; Canada. Highest quality stamped asphalt and unsurpassed quality of service. 
zen_ByAdera,101-6628-120 Street; Surrey,Thu Feb 17 17:44:38 +0000 2011,zen at Salus; the final and most anticipated building in this international award-winning project. 99 premium; luxury apartment flats.
Maplewood_Farm,North Vancouver,Thu Oct 15 21:13:47 +0000 2009,2ha Park-Farm specializing in the display of domestic animals and birds.  Owned and operated by the Parks Dept of the District of North Vancouver
ReeveConsulting,Vancouver; BC,Wed Apr 08 00:16:50 +0000 2009,Reeve Consulting is an experienced boutique consultancy devoted to exceptional results in ethical and sustainable purchasing. 
contestpatti,Vancouver; BC,Sun Nov 07 20:51:09 +0000 2010,Contests & random stuff from my head;ex environmental economist;now non-profit ED; happy to be  ginger; eclectic mom of 5-2 with autism & 1 with cp
MarybethWelty,British Columbia,Tue Mar 17 00:36:53 +0000 2009,Designer passionate about sustainability; human rights and making a difference.  Active in EGB-Metro Vancouver; CanPHI; Cascadia and always up for a challenge!
taxelsson,Vancouver; BC,Mon Jan 26 19:05:42 +0000 2009,Social enterprise builder/innovator and change agent. Very interested in privacy and community engagement & how to blend the two.
OpreetKang,Vancouver; BC Canada,Wed Jun 11 07:15:10 +0000 2008,Constantly working towards a fulfilling and great life for myself and all!  A more clever & snappy bio to follow...till then enjoy the periodic tweets!
ratemybuilderca,British Columbia; Canada,Thu Dec 02 23:46:42 +0000 2010,RateMyBuilder.ca is a network for homeowners to share experiences and rate builders. We have the tools to help prospective homeowners find the right builder. 
GregorsGreenBK,Vancouver; BC,Mon Dec 06 01:50:41 +0000 2010,Inspirational quotes to rally Vancouver's people & city staff on Gregor & Vision's bold Green Plan. We will educate you. You will understand. You will follow.
vanchc,Vancouver,Tue Feb 22 20:13:34 +0000 2011,The Twitter feed and community builder for the prospective Vancouver Concert Hall Complex. We're on Facebook too!: http://on.fb.me/g9ID0r   
nicoleBans,Vancouver; British Columbia,Tue Nov 17 09:56:00 +0000 2009,SFU Business & Econ grad. Hockey enthusiast; Canucks fan. JDC West alum. Former cheerleader & dancer. Travel fiend. I ♥ Vancouver and I work in marketing. ☮
PrimeEarth,Vancouver; BC,Fri Feb 25 03:24:23 +0000 2011,Prime Earth Environmental Association's Official Twitter | Check for news; updates; & announcements | Account managed by @hobsonlin; @tanyashum; Colin; & Shota.
Mobili_T,Québec,Mon Jan 24 19:37:56 +0000 2011,Centre de gestion des déplacements du Québec métropolitain; Mobili-T propose des solutions  novatrices et efficaces en transport viable aux employeurs.
hollywood604,Vancouver; B.C.,Wed Sep 15 17:07:55 +0000 2010,Livin; lovin life on the Left Coast. Sales and Marketing Pro; web entrepeneur; scotch enthusiast and a proud Uncle. Tennis anyone?
StanleyPkEcoSoc,Vancouver; BC; Canada,Mon Aug 17 19:22:12 +0000 2009,SPES is a community based not-for-profit organization dedicated to encouraging stewardship of our natural world through environmental action and education
PD_plumbing,North Vancouver; BC CANADA,Tue Feb 01 19:15:22 +0000 2011,Plumbing; Heating & Drainage Services. What would you think about a company that was created to give the best possible value to its clients and customers?
TomasWilliamsA,Vancouver; BC,Thu Jan 20 02:51:38 +0000 2011,Real estate junkie; love architecture and clever design. Closet geek; 'photographer' and avid gamer. Connect - Share - Learn. This is a personal account.
GranvilleStreet,Vancouver; BC,Mon May 25 14:51:08 +0000 2009,Vancouver's famous shopping; entertainment; gallery; and residential district. BC's fashion catwalk. Canada's celebration street [test phase]
VanLearningCity,Vancouver BC,Mon Jan 10 21:11:42 +0000 2011,A coalition of people and organizations who enjoy being a part of a city where people are curious; engaged; and open to learning.
SustainableSFU,Simon Fraser University ,Thu Feb 11 21:18:49 +0000 2010,We are a student funded & run non-profit dedicated to making real change on campus by giving strength to students’ vision for a sustainable institution.
amandagoesgreen,Vancouver; BC,Tue Jan 25 02:59:24 +0000 2011,Vancouver girl attempting to live life to the fullest while treading lightly on the planet.
SandyYoung3,Burnaby; BC,Wed Jan 06 19:54:58 +0000 2010,Intermittent tweets from an SFU Alumus; Idea Dispenser; Teammate; Traveller; Small Towner
GobiNEWS,Vancouver,Wed Jul 21 02:25:27 +0000 2010,Gobi provides web-based carbon software for organizations of all levels to measure; report and reduce their carbon footprint.
