screen_name, location, created_at, description
urkafilomena,vancouver,Sat Jan 15 01:21:21 +0000 2011,
picachef,Vancouver; BC,Fri Jul 16 00:01:24 +0000 2010,We are Pacific Institute of Culinary Arts; Offering culinary; pastry & wine training programs; bistro; bakery (& more) Learn; cook & eat with us! Tweets by Erin
basketworkers,,Sun Jun 12 05:38:34 +0000 2011,
mygardenbag,Vancouver,Mon Apr 18 02:44:57 +0000 2011,MyGardenBag.com | Vancouver - Soil; Mulch; Compost; Free delivery. Top quality bulk garden products! Huge Bulk bags filled with premium products. Order Online
XeniaSemeniuk,British Columbia,Wed Jun 01 22:02:01 +0000 2011,
SustyEditor,Vancouver; BC; Canada,Thu Jun 02 19:44:04 +0000 2011,Shana Johnstone is an editor; writer; and designer of sustainability communications. Follow for a curated list of new sustainability books; reports; and plans.
MariannePem,Vancouver,Wed Jun 01 01:38:21 +0000 2011,Politics; coffee; development; fair trade; community-based research; and the rest. @fairtradevan
slowfoodsmama,Vancouver; BC,Thu Dec 23 21:02:32 +0000 2010,The Mama of Tortoise & Hare Slow Foods; Organic Master Gardener; urban homesteader; crazy chicken lady; new mum; food activist & dedicated home cook.
seppemommaerts,Brussels; Belgium,Fri Apr 29 05:42:54 +0000 2011,always looking for some discoveries; love to learn every single day.
gardenproduce,Vancouver; BC,Wed Apr 21 22:36:32 +0000 2010,PRODUCE is a blog about gaining the tools to grow our own food; while maintaining a sense of playfulness and wonder. Written by Rebecca Cuttler in Vancouver BC.
ConscCopywriter,Vancouver; BC,Tue May 03 16:28:22 +0000 2011,I write customer-attracting web copy for socially conscious; green and natural health care businesses.      
