screen_name, location, created_at, description
Erica_Anne05,North Vancouver,Wed Mar 07 16:57:33 +0000 2012,I’m interested in music; sports; etc.
KelvinMonteiro7,Vancouver,Fri Dec 31 07:19:16 +0000 2010,Hospitality Senior Manager and Consultant for Hotels and Restaurants. Currently Working on My Real Estate Career!  
kwik88,,Tue Mar 06 19:08:49 +0000 2012,
UniserveCloud,Vancouver; BC,Fri Apr 29 22:34:54 +0000 2011,To learn more about Canada's top public cloud; visit us at 
kleegrubb,,Wed Mar 07 22:43:14 +0000 2012,
Green_ByAdera,7488 Byrnepark Walk; Burnaby,Thu Feb 17 17:37:04 +0000 2011,Green is a collection of one; two and three bedroom homes created to promote energy conservation and healthy; sustainable living for families and the community.
NEXTEnviroBC,Burnaby; BC; Canada,Tue Feb 14 07:19:41 +0000 2012,We are specialists in contaminated sites investigation and remediation; based in Burnaby; BC.  
warrenggz24,,Mon Mar 05 19:26:25 +0000 2012,
hhkwan,Richmond; B.C,Wed Dec 15 22:26:32 +0000 2010,For we walk by faith; not by sight. †  Jack of trades; master of none...unfortunately.
kamlongia,iPhone: 49.234146;-123.027023,Fri Dec 19 06:38:18 +0000 2008,The dude playing the dude disguised as another dude
CreateConvert,,Thu Mar 08 06:25:09 +0000 2012,
desttinyamellia,Louisiana,Thu Mar 01 16:48:21 +0000 2012,
imhappyla,Vancouver,Sat Apr 17 21:53:37 +0000 2010,
irenequan,Burnaby; BC; Canada,Sun May 31 02:41:43 +0000 2009,
luciemaude,Sur la planète,Sat Nov 14 16:31:12 +0000 2009,
LushLollipop,Vancouver; Canada,Fri Jan 28 08:02:24 +0000 2011,your chica next door
RaeGoldney,langley bc,Sat Mar 03 15:26:01 +0000 2012,
PaulaLanzador,Vancouver; B.C.,Fri Feb 13 20:12:29 +0000 2009,Freelance makeup artist & Q-Talent at CurliQue Beauty.  http://lanzadorandmakeup.tumblr.com/
sidd1800,,Wed Mar 07 17:04:23 +0000 2012,
Tiggeey,Vancouver; B.C. ,Wed Mar 07 22:44:19 +0000 2012,
xoRachelK,Vancouver ,Thu Mar 08 00:07:04 +0000 2012,Student; Soccer Player; Sparkle Lover; BLVD22 Promoter :) 
RentMidwest,Edmonton; Alberta; Canada,Thu Jun 25 15:08:54 +0000 2009,Enjoy care-free living at Midwest. We offer apartment & townhome rentals in AB; BC and NWT. Tweets by Tamara. 
bcppwg,British Columbia,Wed Jul 20 06:55:41 +0000 2011,The BC Parks and Public Works Group provides advice; knowledge and support to the Municipal Parks and Public Works sector in the Province of British Columbia.
OfficialAnomaly,Vancouver; BC,Tue Mar 06 10:00:06 +0000 2012,Anomaly Design is an independent media and design firm based out of Vancouver; British Columbia.
RAILMag,Washington; DC,Fri Sep 24 12:30:45 +0000 2010,
CaeliHann,Victoria; BC,Fri Feb 27 03:04:59 +0000 2009,Grad student @RoyalRoads who works for B.C. government communications. Loves board sports; airports; black coffee; making lists.
_kiranhans,V A N C O U V E R ✗o✗o,Thu Jun 02 06:00:41 +0000 2011,look like #BARBIE smoke like #MARLEY ♥ ♥ ♥  i #LOVE you but I #LOVE #MYSELF MORE ♥
Theresegib,New Westminster; BC,Sat Dec 03 03:58:13 +0000 2011,Living life!
etellurian,plan-et,Tue Jun 23 15:56:20 +0000 2009,Husband; Father (Dad); son
thind11,,Thu Mar 08 04:13:05 +0000 2012,
JokerClass,,Sun Dec 18 05:49:13 +0000 2011,HalloO follow me please 
CARETTE_SEB,,Tue Mar 06 05:40:45 +0000 2012,
code_anonymous,,Tue Mar 06 20:27:13 +0000 2012,
leeechris,,Thu Mar 08 04:36:16 +0000 2012,
PJColeSouthern,Dunsfold; Surrey UK,Thu Nov 18 15:36:52 +0000 2010,LIQUID WASTE MANAGEMENT. Cesspit Emptying & Septic Tank Emptying in Surrey; Sussex & Hampshire. Please visit www.pjcole.com for more information. 
GeoffGlave,Vancouver; Canada,Thu Aug 18 18:36:44 +0000 2011,Vancouver based software product manager specializing in endpoint security & cloud computing.
DanaBettles,,Tue Mar 06 11:47:52 +0000 2012,
SweetGenocide,Canada eh?,Sat Sep 04 02:35:43 +0000 2010,Part animal advocate. Part anime enthusiast. Part cosplayer. Part student. Part worker. Completely human. And sadly; still completely physically alive!
TabrinaClelland,Vancouver; British Columbia,Mon Apr 26 20:15:01 +0000 2010,Masters of Public Policy student; 5th generation Vancouverite; lover of literature & the arts
MaxineMei1,,Wed Mar 07 19:34:08 +0000 2012,
ClaytonHeights,Vancouver; BC,Tue Dec 06 03:30:22 +0000 2011,Proud to be born and raised in BC. I am a RE/MAX REALTOR® with an expertise in new home construction; and your man around town for Clayton and Langley
Gill_SG,,Tue Mar 06 06:34:14 +0000 2012,
westernsky62,Vancouver B.C,Wed Mar 07 19:47:24 +0000 2012,
mehitabel007,Vancouver,Thu Jan 28 05:28:42 +0000 2010,
ElizabethTirad1,,Wed Mar 07 21:24:13 +0000 2012,
adamchambers14,,Thu Mar 08 09:18:36 +0000 2012,Architecture student just trying to make it through the madness 
NelsJordaan,TriCities,Thu Feb 17 01:00:25 +0000 2011,Real Estate Agent with Macdonald Realty. Member of The Curtiss Group. Top 3% of all Greater Vancouver Area Realtors 4 years running
MotieeSara,,Tue Mar 06 17:01:58 +0000 2012,
bcfiregirl,bc,Fri Dec 03 10:51:30 +0000 2010,
pixel_revolver,Vancouver; BC; Canada,Tue Mar 06 06:58:55 +0000 2012,CG Artist living and working in Beautiful BC.
RavenwoodsBC,North Vancouver; BC,Wed Jun 24 04:39:26 +0000 2009,A unique community just 20 min from Downtown Vancouver nestled with views of Burrard Inlet
lynunger,,Thu Mar 08 07:20:52 +0000 2012,
ToTheEnd460,,Tue Mar 06 10:17:10 +0000 2012,
CDRandR,East Vancouver,Tue Mar 06 20:22:09 +0000 2012,Commercial Drive Records is based currently out of Red Light Sound; just off Commercial Drive.It's where The Be Good Tanya's practice before they play the Vogue
urbanracks,Vancouver; Canada,Sun Dec 25 02:25:02 +0000 2011,Urban Racks offers a wide range of innovative bicycle parking solutions and related services throughout North America. 1.888.717.8881
lefebvredave,Vancouver,Tue Aug 02 22:07:32 +0000 2011,Communications professional; former reporter and blogger www.MusicQwest.com @musicqwest
DaniStaceyMorri,Bed,Wed Mar 07 07:02:31 +0000 2012,I'm interested in having hot sweaty sex. 
BCConstructionA,Victoria; BC,Wed Feb 29 21:44:03 +0000 2012,Official BCCA Twitter page. Non-profit provincial voice of the construction industry.  Tweeting industry info helping those who build BC.
Dntfeedthbear,Maple Ridge BC,Sat Feb 06 02:04:09 +0000 2010,Funny; Beautiful and extremely mouthy
EmilyMillenYoga,Vancouver; BC,Sat Nov 05 22:42:25 +0000 2011,Yoga teacher & student in Vancouver. Love to travel; enjoy culture; folk tunes; indie films; & lavender!
musclenerdxxx,,Sat Nov 05 22:17:42 +0000 2011,I am god.
MovieYearbook,Vancouver,Tue Nov 29 01:10:56 +0000 2011,One man's insane mission to review a theatrically released film a day for an entire year! Reviews posted daily! Fanboy; critic; freelance writer.
liviateatime,,Wed Mar 07 20:41:35 +0000 2012,
gigiopolis,,Sat Sep 03 14:43:47 +0000 2011,
EncompassCanada,Canada,Fri Nov 11 02:46:51 +0000 2011,Bonjour Canada ! Bonjour Twitter ! Bonjour World !
manx_cat,Vancouver; Canada,Wed Feb 08 22:54:21 +0000 2012,Music; books; movies; poetry; architecture; cities/urban issues; history; politics; science; environment; wine.
lizceee,Vancouver,Tue Apr 28 03:01:56 +0000 2009,avid volunteer | social media enthusiast | @VanCanucks diehard | @UBCSauderSchool undergrad student | working for @casecompclub
mikkocervas,Burnaby,Sat Aug 22 09:50:18 +0000 2009,Using every means to contribute 
Talatupua,Vancouver; B.C.,Thu Mar 08 05:44:36 +0000 2012,
Baby_nugget,whalley,Wed Mar 07 16:51:40 +0000 2012,
omnom_neko,Vancouver; BC,Mon Jun 28 20:34:28 +0000 2010,http://omnom-neko.blogspot.com/   http://eijiko.tumblr.com/   http://eijiko.deviantart.com/   http://www.facebook.com/tamixaishiteru
TonyySidhu,,Fri Nov 13 23:03:29 +0000 2009,
TylerFilteau,Vancouver; BC,Wed Mar 07 17:10:24 +0000 2012,
nathan_sing,Vancouver; British Columbia,Sat Jul 11 20:05:15 +0000 2009,Proud Canadian; Future Celebrity and Little Monster. This is my Subway order: 9 grain wheat; ham; every vegetable; cheese; honey mustard and pepper.
Chantel_Dawn,Vancouver CA,Sat Jun 26 06:53:17 +0000 2010,#Tourism Sales&Marketing professional. I have love for Boutique hotels|Travel|Fashion|Restaurants|Communication|Innovation|Goodthings. Smitten with Sinatra 
cjudson86,Vancouver,Fri Sep 10 03:47:15 +0000 2010,Filmmaker; Photographer; Writer | Awkward Moment Productions
maddy_tan,+49-123,Thu Apr 30 02:08:21 +0000 2009,call me maybe
joebonka,North Vancouver; BC,Wed Apr 23 18:14:27 +0000 2008,Video game professional; industry veteran; hirsute visionary. Happy to be here.
DarleneNorum,,Thu Mar 08 01:17:53 +0000 2012,
LeoYongwoo0618,,Sun Mar 04 19:41:34 +0000 2012,
Blaz1n_B,VanCity BC,Sat Oct 09 21:45:23 +0000 2010,
mkl_h,,Sat Jul 18 21:08:29 +0000 2009,when words fail; music speaks. 
SaharKosari,SD memeber at DIALOG,Mon Mar 05 22:27:53 +0000 2012,Iam interested in energy modeling and building analysis
Senz_Says,Canada,Wed Mar 11 18:48:37 +0000 2009,Work is part of my life. Some are not so fun to do. But important for a healthy safe environment I create for myself. I like been creative in my thinking.
ivodee,Vancouver,Sat Mar 28 01:01:40 +0000 2009,Constantly in pursuit of finding value and making an impact. Passionate about disruptive and emerging technology. Interested in social video and mobile tech.
PerryMeg,canada! whoop whoop,Sun Mar 04 20:02:27 +0000 2012,none of your business 
axeaide,,Sat Jul 09 05:03:21 +0000 2011,Aidé; a strong insightful young lady from Uganda.   
CelticFestVan,Vancouver,Thu Nov 18 18:34:14 +0000 2010,March 14-18; 2012    Western Canada’s biggest annual Celtic Festival. Enjoy best of Celtic music; dance; film; fare & the St. Patrick’s Day Parade
MDK_kids,Beautiful British Columbia,Sun Mar 04 23:04:59 +0000 2012,
dhruv_lather,,Sun Mar 04 23:51:59 +0000 2012,
dzidecruz,,Mon Mar 05 00:21:53 +0000 2012,
KThompson1989,Powell River,Sat Mar 03 00:33:49 +0000 2012,Reporter for the Powell River Peak. Found my something more on the West Coast. Author; wife; dreamer; hippie; hockey fanatic. Loving my life!
yobusdriver3507,Tampa; Florida,Sat Mar 14 23:06:39 +0000 2009,HART bus driver; transit advicate; transit tweeter. My tweets are my own.
iamdashaa92,Port Coquitlam,Tue Mar 06 02:44:23 +0000 2012,Ancient History;SFU. Working with kids. Swimming. Baking. Movies♥. 
hello_charity,Vancouver,Sat Mar 03 21:46:04 +0000 2012,If you smile to the world;the world will smile to you.
AAdiladilxat,Canada,Mon Mar 05 22:16:04 +0000 2012,Uyghur
futurespielberg,Vancouver; BC,Mon Aug 30 05:02:05 +0000 2010,everything can be done in POST!   Vimeo: https://vimeo.com/kshapka03
ivyfong,Vancouver; BC,Mon Mar 16 16:48:30 +0000 2009,Voice of @downtownvan by day.  Food blogger; dog mom; militant WOW Raid leader by night. Dedicated to the pursuit of good food.
VinciParkCanada,Canada Place; Vancouver,Thu Nov 10 22:51:07 +0000 2011,VINCI Park at Canada Place is part of the world's largest parking corporation; VINCI Park
Prdp_H,Vancouver,Sat Jan 29 22:58:31 +0000 2011,Quirky; funny; & a little geeky (ok maybe a lot); but I stay true to myself and strive for whatever my little heart desires.  I work hard; and am enjoying life.
MMCDAssoc,Vancouver; BC,Mon Aug 17 06:02:01 +0000 2009,We love civil engineering; municipal infrastructure; and all things construction.  MMCD - Your documents of choice for BC infrastructure projects!     
emccarthy87,,Mon Mar 05 07:03:11 +0000 2012,
Guilheme_Torres,,Sun Mar 04 19:19:16 +0000 2012,
wali1970,,Thu Sep 22 22:50:03 +0000 2011,
stonesauto,English Bay; Vancouver,Mon Mar 05 04:46:31 +0000 2012,Sports; music; the ocean.
nathan48345936,,Sun Mar 04 20:17:25 +0000 2012,
cleverlion9,Vancouver; Canada,Sun Mar 27 03:13:13 +0000 2011,
RisingStarKR,,Tue Mar 06 00:16:02 +0000 2012,
donstuart437,,Sun Mar 04 17:48:32 +0000 2012,
van_casper,,Mon Mar 05 06:42:12 +0000 2012,
2011DIR,,Mon Mar 05 20:36:19 +0000 2012,
judydick1,,Mon Mar 05 02:45:21 +0000 2012,
Woods_Lulu,,Mon Mar 05 17:26:46 +0000 2012,dancer in training. 
VancityRE,Vancouver,Mon Mar 05 18:19:25 +0000 2012,We are so excited to be launching soon. Please check back!     
michelle_milne,,Thu Mar 01 05:47:52 +0000 2012,
KsushkaVaz,Vancouver; Canada,Mon Mar 05 00:53:23 +0000 2012,:: Ballroom Dancer :: Health and Fitness nut :: Kinesiology Student at UBC:: Rhythmic Gymnastics Coach ::
TheCouveBlog,Vancouver,Mon Mar 05 01:48:29 +0000 2012,
luke26879044,,Mon Mar 05 16:27:21 +0000 2012,
8bernice8,,Tue Nov 23 03:03:33 +0000 2010,
tkcom,Vancouver; BC,Wed Aug 22 18:38:24 +0000 2007,A genius with no real-world applications. Vanilla tweets for mundanes.
daneme,,Wed Mar 11 21:28:38 +0000 2009,
HeatherSallows,,Mon Mar 05 18:14:38 +0000 2012,
tommyqiao,vancouver;bc,Mon Mar 05 03:56:19 +0000 2012,
phoneticsound, Canada,Sat Nov 21 04:37:29 +0000 2009,I produce music at Phoneticsound in St. Albert and Edmonton.  From jingles to dubstep; rock to house.  Collaborating with other great artists too!
RebeccaVircoe,Vancouver; BC,Wed Mar 17 19:57:03 +0000 2010,Being yourself in a world which is trying its best to make you someone else; means fighting the hardest battle one can fight...
ZavierV,PNW,Fri Jul 17 01:35:38 +0000 2009,
TrishJohnson11,Vancouver; BC,Tue Mar 06 04:06:19 +0000 2012,Tech Savvy Sr. EA/AA seeks PT/Temp opps. in Vanc (dwntn pref) Res/BusDev; Mrktg; Dbase Mgmt;WP & DE 120WPM; Positive; Proactive & Engaged
tha_dyss,UBC,Thu Feb 24 02:10:32 +0000 2011,Student at UBC who thinks she has something interesting to say; all the time. Just wanting to share a little sass with the Twitterverse. 
crake_paradice,Vancouver,Mon Mar 05 22:43:58 +0000 2012,Queer; geeky and super awkward lefty.
SadafRahimii,,Tue Mar 06 00:34:46 +0000 2012,
RobertoFang,,Mon Mar 05 10:52:03 +0000 2012,
Manuel22912831,,Mon Mar 05 01:40:00 +0000 2012,
Narayan_17,,Sun Mar 04 17:48:43 +0000 2012,The Dynasty living life to the fullest.
BCKinesiology,Vancouver; BC,Thu Jul 21 16:43:06 +0000 2011,The official Twitter account of the British Columbia Association of Kinesiologists. Tweets by @MichaelSSU
idajasper,,Fri Feb 24 23:00:12 +0000 2012,
jenny_thayer,,Mon Mar 05 04:54:02 +0000 2012,
LannnerZ,,Mon Mar 23 21:47:34 +0000 2009,I love enjoying great wine with good friends &/or total strangers. I tend to follow the delicious.
aliomelaniec,Langley; BC; Canada,Thu Dec 08 02:08:05 +0000 2011,CMNS major @SFU. Addicted to cat vids; gelato and rom-coms. Freelance Journalist & Media Relations volunteer @ the Canadian Cancer Society.
VmaaLib,304 West Cordova St; Van; BC,Mon Mar 05 11:26:36 +0000 2012,This is a fictional library created for a course at Langara College. The library serves both professional make up artists and the public.
tsvarney,,Fri May 06 22:15:31 +0000 2011,
Armita_fa,Vancouver;Bc,Mon Mar 05 06:14:33 +0000 2012,I’m interested in music; sports; etc.
SkyStarious,canada,Mon Mar 05 00:19:23 +0000 2012,I’m interested in music; sports; etc.
JrMediaGroupVan,Vancouver/Lower Mainland,Mon Mar 05 17:06:50 +0000 2012,
joachim_wu,Vancouver; BC,Fri Jun 12 22:01:14 +0000 2009,
vdldodgeball,Vancouver; BC,Thu Aug 13 04:19:06 +0000 2009,Vancouver's original; largest; and only non-profit dodgeball league! A growing community with 1400 members strong.
yaletown_quotes,,Mon Mar 05 22:49:29 +0000 2012,The trendy life is the life for me.
lottetfins,,Sun Oct 16 07:31:16 +0000 2011,
VGPBC,,Mon Jan 23 06:45:42 +0000 2012,
nrsmorris,,Mon Mar 05 00:06:43 +0000 2012,
KittytheSheGeek,Vancouver; Canada,Thu Feb 17 01:27:07 +0000 2011,The official twitter of the SheGeek extraordinaire; Akiyhrah! I'm a cosplayer; gamer; actor; LARPer; Brony; PotterHead; LGBT; music lover from Vancouver; BC! :3
Beth_Cormack,,Sun Mar 04 18:20:06 +0000 2012,
wzhong_canada,,Mon Mar 05 05:06:58 +0000 2012,
JoeSmeets,Vancouver; BC; Canada,Sun Dec 28 01:44:18 +0000 2008,When I was young; I used to admire intelligent people; as I grow older; I admire kind people.
VennMatt,North Surrey,Sat Mar 03 20:52:32 +0000 2012,welder
