screen_name, location, created_at, description
AragonProperty,Vancouver,Wed Mar 25 18:32:23 +0000 2009,Since 1988 Aragon Properties has completed over 2400 new homes; constructed landmark residences and created communities for generations to come. 
EarthRunFdn,Vancouver; BC. Canada,Tue Apr 13 05:47:00 +0000 2010,Earth Run: Join us and run for the world.
thetransitfan,Vancouver,Thu Aug 27 00:58:39 +0000 2009,John Calimente - writer; TransitFan column; Spacing Vancouver Magazine. Mass transit; biking; walking; transit integrated communities + multi-modal urban life.
creativecity,Canada,Thu May 14 22:04:17 +0000 2009,The CCNC is an organization of municipal staff working in communities across Canada on arts; cultural and heritage policy; planning; development and support.
LangleyAwning,Langley; B.C.; Canada,Fri Jan 13 20:30:39 +0000 2012,Specializing in the manufacturing and installation of high quality signs; awnings; and rollshutters for over 20 years throughout the Lower Mainland.
benwilson1130,Vancouver; BC,Tue Jan 10 03:18:36 +0000 2012,Anchor of the News1130 Evening Show weeknights from 7-Midnight.
Mary_Augusto,Vancouver/Canadá,Sun Jan 10 15:05:50 +0000 2010,Brasileira vivendo em Vancouver; estudante de Ger de Projetos; formada em ADM; consultora de intercambio; apaixonada por fotografias e louca por viagens!!!
WonderettesVan,Vancouver; BC,Thu Nov 24 19:47:52 +0000 2011,Hey Look! It's a Co-op presents The Marvelous Wonderettes at PAL Theatre; 581 Cardero February 8th-26th 2012  Tickets www.ticketstonight.ca
JOurom,Vancouver,Sun Jun 19 17:04:28 +0000 2011,Journalist/photographer/educator motivated by the environment; sustainability and blueberry waffles. @ClimateSmart; outdoors and natural light enthusiast. 
bcbuzztv,The Greatest Place on Earth,Wed Mar 23 20:42:57 +0000 2011,Celebrating Local Arts & Entertainment in British Columbia; Canada.  Support Your Local Community!  Created By: http://www.twitter.com/aaronmalexander
BritanniaCentre,Vancouver,Fri Feb 26 01:14:48 +0000 2010,Community Centre on the east side of Vancouver; located off The Drive. We develop; coordinate and support programs and services in Grandview-Woodland.
ShopWest4th,Vancouver BC; Canada,Thu Nov 04 21:53:26 +0000 2010,The official Twitter page for Vancouver's favourite shopping street - West 4th. Tweets special deals; insider info & updates from the Kitsilano 4th Avenue BIA!
kar1ponat,,Sun Jun 05 04:51:22 +0000 2011,
VanCityGirl83,Hollywood North Baby,Sat Apr 18 00:33:11 +0000 2009,Writer-Blogger|LuvThe604|LivesInBeautifulBritishColubia|Of Chilcotin-Nisga's Decent|Capricorn|Adopted|Wise|LovesPurses 
summerfieldhome,South Surrey,Tue Aug 04 23:55:24 +0000 2009,Summerfield Homes by Cressey offers single family character homes in sunny South Surrey. Choose between our Heritage or Classic Homes depending on your needs.
AderaHome,Vancouver; BC  Canada,Tue Apr 21 16:22:52 +0000 2009,YOU inspire us. You inspire us to do a better job every day; to build better homes; and to build homes that allow you to live a better life. #LIVEWESTCOAST
CircadianGroup,Metro Vancouver,Sun May 23 01:42:47 +0000 2010,A dynamic real estate organization: involved in land acquisition; designing; developing; building and managing innovative projects in Metro Vancouver. 
AlexandriaMitch,Vancouver,Tue May 26 23:48:41 +0000 2009,Leader; Speaker;Global Citizen.  I work in media; advocacy; and much in between.
Pri4Parks,Vancouver; BC,Fri Oct 14 23:21:33 +0000 2011,Pri; Independent Candidate for Parks Board Commissioner in Vancity for the 2011 Civic Elections.  Pri's bio is available online at her website. 
DefinitelyVan,Vancouver,Wed Nov 02 11:30:04 +0000 2011,The simple perks and quirks of living in #Vancouver. Embrace the city life; nature; culture; diversity; beauty; and the @VanCanucks. Updated by @angeliquegrace.
quinn_runkle,Vancouver; BC,Sun Jul 24 05:06:25 +0000 2011,#UBC Geog major-Environment & Sustainability; Political Science minor BA'13. Climate activist w/ @CommonEnergyUBC & @goBEYONDproject. Student Ambassador @youbc.
nsvancouver,Vancouver,Thu Oct 20 00:03:01 +0000 2011,Neighbourhoods for a Sustainable Vancouver (NSV). Vote for real democracy!
StopBillboard,,Tue Oct 18 04:59:54 +0000 2011,
MaureenHealey,,Fri Oct 21 00:16:56 +0000 2011,
OutAndAboutYVR,Vancouver; BC,Fri Jul 22 20:12:46 +0000 2011,Seeking opportunity in: Business Development Management; Sales Management; Marketing; Customer Engagement / Relations
sendabottle,Vancouver,Wed Sep 07 04:33:49 +0000 2011,We are the easiest way to say Thank You in wine. No longer do you need a PHD to send a bottle of wine quickly; affordably and with ease. Coming Soon!
VanSocialPolicy,Vancouver; BC,Tue Aug 23 20:47:41 +0000 2011,CoV Social Policy works to address critical social issues facing Vancouver: food security; immigration; child/youth/senior/family policy; urban health. 
ladyocean1,Vancouver;British Columbia,Tue Nov 03 01:24:03 +0000 2009,Paramedic and pre-med student ( BSc Bio and BSc Chem).....I am a lover of cooking; reading; photography; yoga; running; the ocean and exploring Vancouver.
Garossino,Vancouver,Tue Aug 23 03:10:24 +0000 2011,Sandy Garossino on civic affairs. Sandy ran as an Independent candidate for Vancouver City Council in 2011.    
LookoutSociety,Metro Vancouver,Fri Oct 07 15:06:06 +0000 2011,Lookout Emergency Aid Society is a Vancouver non-profit organization providing services and housing to men and women who are destitute and require assistance.
vanvotes,Vancouver; BC,Sat Oct 01 23:27:16 +0000 2011,A resource for info; issues + candidates from the #vanelxn. Developed & managed by the @vpsn. An info site: We are not endorsing a specific party or candidate. 
anyarawla,Vancouver; BC,Sat Oct 16 06:33:21 +0000 2010,Solar-powered choir geek comin' at you LIVE
604ster,Vancouver,Wed Sep 28 18:28:27 +0000 2011,604ster is an organization dedicated to providing unique; local artwork to the general public with all proceeds generated going towards registered charities. 
ArtStudios1,Vancouver; British Columbia,Wed Sep 21 02:28:56 +0000 2011,Art Studios Winter Sale & Silent Auction 2011  Thursday; November 24th    Heritage Hall  3102 Main Street @ 15th Avenue  Vancouver; BC    
dena_girl,United States,Wed Mar 25 04:09:04 +0000 2009,#Write #Photo #Comm #Narrative #Lead #Research #Faith #Love #Health #Edu #Vocation #Live @TextNPixels @ZagAlumni @UW #renton_wa
jesswads,Vancouver,Sun Jan 25 23:03:41 +0000 2009,I love music; film; dancing; writing; hiking; gardening; swimming; travelling; politics; art and food. 
jeffrotin,Vancouver; BC,Wed Jun 01 01:42:05 +0000 2011,Facilitator; trainer; community builder. Avid cycling commuter. My summer home is Kits Pool. 
devotedforlife,Vancouver; BC,Mon Jan 24 23:43:42 +0000 2011,Lover of food; cooking and outdoors. Check it out at http://foodandpassion.blogspot.com
AEPiubc,Vancouver; Canada ,Tue Aug 30 04:01:22 +0000 2011,Alpha Epsilon Pi guarantees to help you make the most of your university experience. Check here for the latest news from UBC's AEΠ Chapter! 
roseofeurope,Vancouver; BC,Tue Jun 30 12:14:29 +0000 2009,♕ℐudge my ℋeart♕   Christian; biracial; Third Culture Kid; traveller; @queensu & @UniHeidelberg alumna; @RunForChange volunteer coordinator. A ♡ for people.
BCBusinessBeat,Vancouver,Wed Aug 17 16:47:40 +0000 2011,BCBusinessBeat.com takes an independent look at business; economy; career. Join the discussion.
Kanada_life,Ванкувер,Mon Aug 08 21:41:11 +0000 2011,Жизнь в далекой стране
CambieVillageBA,Vancouver; BC,Mon Aug 08 13:07:04 +0000 2011,
Karenbc23,vancouver; canada,Sun May 08 03:21:02 +0000 2011,karen and brian doing back to back guitar solos into eternity - and re/tweeting interesting news about culture; architecture; design; union activism etc...
dashenta,Vancouver,Sun Sep 21 01:10:15 +0000 2008,Let's not be dramatic about this.
ACPEdge,Vancouver; Canada ,Mon Jun 13 01:43:58 +0000 2011,ACP offers creative consulting and production services for film; stage; music videos; community and corporate events; and the ever-expanding new media sector.
emmalika,,Tue Jul 05 06:22:15 +0000 2011,
davidpasca,Vancouver; BC,Tue Nov 18 07:21:25 +0000 2008,3rd year student at the University of British Columbia. 
branderson95,British Columbia; Canada,Sat Nov 07 22:34:12 +0000 2009,im awesome :D
leslie_mcguire,,Tue Jan 12 02:47:31 +0000 2010,Elementary School Vice Principal - Enjoying new hearts and minds at Brooksbank in the Library; and of course everything Green 
Sninkle_o,BC; Canada,Tue Jul 28 15:00:28 +0000 2009,Life is too short to not take chances. I am a geeky girl: play vid games; learning Japanese; like to break software & think it's fun to play with Excel & Access
kathireidmusic,Vancouver,Fri Jul 15 08:29:53 +0000 2011,the sounds of peace; love and harmony.  
LeezaUdovenko,Vancouver BC,Sun Mar 28 21:25:13 +0000 2010,Passionate about people and the environment.  Founder and CEO at Lou & Liz with Jacqueline Louie.   Live life to the fullest; whatever fullest may mean to you.
MissMCLW,Vancouver,Tue Apr 19 22:28:44 +0000 2011,coal harbour resident; dedicated runner (aka floating fairy); aspiring martha stewart; HR dork (think toby from the office); part-time vegan; full time yogini
PMeisznerGlobal,Burnaby; BC,Mon Jul 11 21:40:00 +0000 2011,Online News Producer at Global BC and Gastown resident. Appearing on Global BC Morning News Trending Now. Tweets and RT do not represent views of my employer.
valoreonthepark,Port Coquitlam; BC,Sun May 29 18:54:18 +0000 2011,On the PARK. On the RIVER. In the CITY. PoCo's newest condos! European craftsmanship in a quiet CUL-de-SAC near Gates Park. 2473 Atkins Ave; Port Coquitlam
CraftyFatalist,Vancouver; British Columbia,Mon Nov 15 19:05:57 +0000 2010,Designer; photographer; nerdy girl extraordinaire. Contributor of 'Wanderful' feature on VancouverisAwesome.com
laurenebyrne,Canada; eh?,Mon Sep 14 01:58:19 +0000 2009,I'm going till I'm getting there.
PinkLotusPhotos,Vancouver,Tue Jun 28 16:26:10 +0000 2011,Affordable Photographer In Vancouver.  pinklotusphotos@gmail.com  http://www.facebook.com/#!/pages/Pink-Lotus-Photography/177276535665980
RealtorBenjamin,GVRD; Richmond; Delta B.C.,Wed Apr 07 03:51:59 +0000 2010,REALTOR® with Sutton Group - Seafair Realty; an avid golfer; muscle car enthusiast; dog lover and proud Canadian. I also like to Tweet from time to time...
MusingUrbanist,Vancouver; BC,Thu Aug 26 20:03:37 +0000 2010,Urban planner based in Vancouver with a broad interest in urbanism mainly in Canada and UK but also worldwide.
LynnOsler07,Vancouver,Sun Jul 03 04:07:17 +0000 2011,24 year old Vancouverite who's passionate about sustainability.  Follow me on my blog:  http://dailyinspiration123.blogspot.com
spacingvan,Vancouver; B.C.; Canada,Fri Jun 24 15:28:46 +0000 2011,Spacing Vancouver examines the joys; obstacles & politics of the urban landscape in B.C. @Spacing Canadian Magazine of the Year 2007-09.
ShawnCEvent,Vancouver; Canada,Sat Jul 31 04:27:08 +0000 2010,Learnaholic; Arts/culture fanatics; Apprentice in event and tourism industry. Crazy for food; wine and travel. Dream big.  
carolinefair,,Fri Jun 24 17:31:19 +0000 2011,Tweeting from Costa Rica and Vancouver; BC.
maremurray,Metro Vancouver; BC Canada,Mon May 24 20:46:54 +0000 2010,seeking perfect cuppa java; surviving commute; fluevog lover; writer; have evil laugh; ha ha; appetite for story telling/acting
thehood604,Kingsway and 12th; Van City,Thu May 26 00:32:06 +0000 2011,From the people who brought you the Penny Lane Pub on Main and 41st now comes The Hood; nestled comfortably in the super hip mount pleasant area.
hjwucga,Lower Mainland; BC; Canada,Fri Apr 02 04:32:12 +0000 2010,Full service CGA firm providing auditing; accounting; tax; + more for businesses and non-profits. English; Taiwanese; Mandarin; & Hakka. T: 1.604.636.1862   
kymmie_y,Vancouver; BC,Sun May 22 06:28:13 +0000 2011,
SkylaKai,Tiny Island in Canada,Mon Mar 30 18:48:51 +0000 2009,Live and let live! ☮☮☮ Feeling very grateful of #FREEDOM we have in Canada & outraged by oppression imposing dictators of the world! I RT a lot about that.☮☮☮
amanda_panes,Steveston BC,Sun May 08 18:06:41 +0000 2011,Promotions & Events Reporter @jrfm/@thepeak & Founder of @themodline. Passionate about #Vancouver local fashion; local music & the #Canucks
elenisentme,Vancouver BC,Sat May 23 02:53:00 +0000 2009,Travel and create your experience the way you want it.  It can really happen today...not someday Why swim in the fishbowl when you can explore the ocean?
mdobrinskaya,Vancouver; BC,Thu Jun 09 22:29:30 +0000 2011,Politics. Food. Vancouver. Baby.
tenektech,Vancouver; B.C. Canada,Thu Jul 16 00:52:44 +0000 2009,Living Vancouver; enjoying multi cultural life; food; events from a Latin perspective
WangCecilia,Vancouver; BC,Thu Jan 21 21:16:33 +0000 2010,junior at ubc / travel bug / shutter crazy / $AAPL addict /  interior design lover / economics nerd / digs fashion; technology; lists & anything old
RanjSingh,Surrey; B.C. Canada,Mon Dec 29 02:22:58 +0000 2008,Singer/songwriter playing Indo-Folk music. It's the music you would hear if Neil young shared a hookah pipe with Nasret Fateh Ali Khan.
BC_HC,British Columbia; Canada,Thu Feb 17 02:18:40 +0000 2011,People.Place.Potential. We offer community capacity building services to local governments; health authorities; community groups and others. 
ParksBoardFacts,,Thu May 26 06:21:54 +0000 2011,
sh0egrrl,Canada,Mon Jul 20 03:02:31 +0000 2009,Lead singer in a fake band; fashion addict; tech junkie. 
encimadjid,,Mon Apr 11 17:38:35 +0000 2011,
modo_carcoop,Vancouver; BC,Wed Nov 17 21:43:19 +0000 2010,It's not what you drive; it's what you share.
vantransp2040,Vancouver; Canada,Mon May 16 18:28:35 +0000 2011,The City of Vancouver is updating its transportation plan to set goals to 2040 and direct the City’s transportation decisions for the years ahead. 
CityStudioVan,Vancouver BC,Sat Apr 09 03:14:45 +0000 2011,  CityStudio Vancouver is an energetic hub of learning and leadership where students design and implement Greenest City projects.
MyLoverArlo,Vancouver; BC,Sat Apr 11 23:11:59 +0000 2009,life liver. people connector. story teller. city explorer. social meteor. 
zannalyons,Vancouver Canada,Thu Feb 12 21:07:22 +0000 2009,connecting people and decision-makers : change communication : sustainability governance : online citizen participation
cupacorn,Summer Night Market; Richmond,Wed Mar 09 01:22:36 +0000 2011,Unveiling the supreme quality of fresh non-cut corn kernels flavoured by the finest ingredients; to bring you the deliciously yummy steamed flavoured corn
VanMayorsOffice,Vancouver; BC; Canada,Mon Mar 07 22:54:37 +0000 2011,Connect with Mayor Gregor Robertson and your City Hall. 
GrittaniLiving,Vancouver,Sun Aug 22 22:39:11 +0000 2010,Lover of big trees and blue skies; sub-par stand-up paddleboarder. New & enthusiastic Vancouverite with fondness for Whistler and TO. Opinions here my own.
2ndtheBest,Vancouver; BC,Mon Jul 20 08:28:32 +0000 2009,49.2°N; 123.1°W.  Barista at JJ Bean. Overall coffee enthusiast. Geography major. Snowboarder. Optimist.
transitmuseum,Vancouver,Sun Mar 06 22:53:26 +0000 2011,The Transit Museum Society of Vancouver: Est'd in 1986 to restore; preserve and operate historical vehicles significant to the history of BC public transit.
MichaelYVR,Vancouver BC,Tue Mar 29 22:29:00 +0000 2011,Vancouver news and events. I love living in this city! Even when it rains...I am interested in local politics & have a background in PR; TV & film production.
__graceful,Vancouver; BC,Sun Mar 15 21:27:02 +0000 2009,Marketing manager; UBC Chemical Engineering student - Graduating May 2012.
ArtisanMrkt604,Vancouver BC,Tue Apr 19 05:42:42 +0000 2011,A Summer Market in the Heart of Vancouver. Follow this account for 2012 Robson Square Artisan Market information and for updates on other local attractions. 
CostlessExpress,Coquitlam; BC,Fri Apr 03 16:20:15 +0000 2009,Greater Vancouver's best eco-friendly single source office supplier! Coffee; copy paper; snacks; janitorial; and more. Free carbon neutral delivery!
natallulah,#yyc (where i can't escape),Wed Mar 03 05:10:48 +0000 2010,Man; I really wish I had something good to tell ya.
MayorGregor,Vancouver; BC,Thu Sep 18 20:22:34 +0000 2008,
SLerv,Vancouver,Sun Jan 09 04:50:49 +0000 2011,
rabeaton,Vancouver; BC,Wed Jan 27 19:05:14 +0000 2010,Environmental educator; writer; and lifer. 
MarcelaShimizu,Vancouver,Thu Mar 17 05:09:49 +0000 2011,Proud Vancouverite; Lover of ice cream & nachos (not together); snowboarder & outdoor enthusiast; Canucks fan; dedicated Public Servant; Foodie.
BGIslander,Vancouver; BC,Wed Dec 01 04:49:34 +0000 2010,BGI is an innovative company that provides consulting; design; installation and maintenance of EVSE equipment for homes; businesses and municipalities.
ElementsSociety,,Sat Mar 12 18:47:07 +0000 2011,The non-profit with the big impact - bringing environmental education; training and program support to School Districts; governments & others across Canada.
jim_balakshin,,Sun Jun 28 05:29:15 +0000 2009,Ball. Action.                Living it up in Vancouver.  Lover of inspiring; genuine; unique; creative; people; places and things. In that order.        
zen_ByAdera,101-6628-120 Street; Surrey,Thu Feb 17 17:44:38 +0000 2011,zen at Salus; the final and most anticipated building in this international award-winning project. 99 premium; luxury apartment flats.
OpreetKang,Vancouver; BC Canada,Wed Jun 11 07:15:10 +0000 2008,Constantly working towards a fulfilling and great life for myself and all!  A more clever & snappy bio to follow...till then enjoy the periodic tweets!
itswictor,Vancouver; BC,Fri Feb 18 06:40:21 +0000 2011,Proud German Shepherd owner (Moose). Canucks; Giants. Photography; Walking Dead; SCII. Studying Television & Video Production @BCIT
kickingbabe,Vancouver; BC,Tue Aug 25 13:09:07 +0000 2009,Model; Brand Ambassador; Outdoor Enthusiast; Chocolate Ambassador and Lover of Life!
travelsmart,Burnaby; BC,Mon Jul 07 06:22:54 +0000 2008,Celebrating Metro Vancouver’s delicious buffet of sustainable transportation choices. Dig in to tools & solutions to suit your lifestyle.Tweets by Sarah Loewen.
helihello,Vancouver; BC,Thu Jan 27 11:06:32 +0000 2011,i'm a pop culture enthusiast; a huge dork and a generally cool; albeit silly; person.
stoodles,Vancouver; BC,Fri Jan 30 08:06:06 +0000 2009,Freelance Creative and GDC Shill. 
space_cadet00,Vancouver; BC,Mon May 10 05:52:31 +0000 2010,CBC Junkie. Obsessed w/ Vancouver's geographical history. Food; music & craft beer lover.    Photographer for @VanMusicReview
AdamHyslop,Vancouver; BC,Mon Apr 27 03:01:37 +0000 2009,Planner; Urban Design Nerd; General Enthusiast
DaintySecret,Vancouver; BC,Tue Apr 20 00:24:45 +0000 2010,A Nurse/ Bride to be/ Contest Searcher/ Canucks Fan/Food Junkie/ fitness procrasinator
ni_kol,,Sun Feb 01 18:04:16 +0000 2009,
Michelle_Linds,Vancouver,Tue Nov 25 17:54:13 +0000 2008,Partner at Projects on Purpose (@Projects604 & @ArtisanMrkt604). Dog Lover; Squash Player; Foodie; Passionate about Community Development.
BCLesClefsdOr,Vancouver,Sun Nov 28 03:37:51 +0000 2010,BC Les Clefs d'Or is an organization that represents Hotel Concierges. We facilitate the exchange of ideas between Members. 
Projects604,Vancouver,Fri Oct 15 20:21:04 +0000 2010,Consulting Company focusing on; Event; Facility and Pavilion Management|Business and IT Strategy Consulting|  Community Development
vanhappenings,Vancouver,Fri Jul 24 16:41:19 +0000 2009,Your guide to local events. Powered by the Georgia Straight (@georgiastraight). Send in your event to timeout@straight.com.
DianneChow,Vancouver,Sat Apr 17 22:29:18 +0000 2010,Living the fabulous life in Vancouver on a budget.  Follow me for deals; promotions;happy hour specials; coupons; events and sales.
vancouver125,Vancouver,Thu Nov 11 03:03:35 +0000 2010,Celebrate Vancouver's 125th anniversary and year as a Cultural Capital of Canada in 2011. 
LimeLightEvents,Vancouver; BC,Thu Oct 08 03:47:33 +0000 2009,Producing green events and experiential marketing campaigns for progressive brands that want to do the right thing. Tweets by co-founder @LorienHenson 
vancouverkelvin,Vancouver,Thu Mar 12 09:48:36 +0000 2009,urban & community planning policy engagement development design architecture ambience technology sustainability conservation heritage culture mental-health food
NBS2010,,Thu May 14 19:20:03 +0000 2009,
ptorrevillas,Vancouver; Canada,Tue Sep 14 03:03:47 +0000 2010,Reporter/photographer for Metro News Vancouver. Got an idea to share? phylicia.torrevillas(at)metronews.ca. Views are my own.
ParkBoard,Vancouver;  Canada,Sat Mar 28 22:57:23 +0000 2009,The Vancouver Park Board maintains over 220 parks and 40 major facilities.
SNeedlehands,Los Angeles; CA,Sat Jan 16 06:21:47 +0000 2010,I specialize in creating hand knit and crochet fashion accessories and home decor.  Delightful; sparkly; funky; elegant; useful--SusanNeedlehands on Etsy. 
UBCRobsonSquare,Vancouver; BC,Mon Nov 01 19:36:50 +0000 2010,Located in the heart of Vancouver. Book your next event at UBC Robson Square! --------------------------------------------------------------------------------  
hallowscene,,Thu Sep 30 04:38:00 +0000 2010,
brihui,Toronto; ON; Canada,Mon Apr 13 06:05:56 +0000 2009,2nd year Graphic Communications Management at Ryerson University in Toronto. Born and raised in Vancouver!
KenKChow,,Tue Jun 02 20:13:31 +0000 2009,Communication Advisor; #Creative Director @KeensDesign; Freelance Graphics #WebDesigner; Professional #Photographer; #EventCoordinator; #WeddingPlanner. ♥ : 
nlamontagne,Vancouver - LA,Mon Feb 23 13:54:30 +0000 2009,City Planner / Urbanist / Student (PhD @ UCLA)  Fascinated by the many random things that makes cities interesting and wonderful places to be and live
MKieltyka,Vancouver,Sun Sep 13 22:11:22 +0000 2009,Daily news reporter for Metro Vancouver. Also run Metro's Vancouver Whitecaps blog: ALL CAPS. Don't delay; follow today!
crapshooting,Rain City; B.C.,Fri Feb 20 03:21:45 +0000 2009,I love cats; napping; reading; BC; and nostalgia.
pre_planner,Vancouver,Tue Sep 14 05:05:50 +0000 2010,25. Interested in Urban Planning; Transit; Politics; History; etc.     Starting at SFU's Urban Studies graduate program this January.     Also a big nerd. 
hobsonlin,Vancouver; BC,Mon Mar 03 08:00:10 +0000 2008,For the next while; I'm going to live and breathe @SFULipDub as the assistant to the producers. | As an aside; I'm an @SFU student studying @SFUCMNS.
DottNett,Vancouver; Canada,Thu Jan 29 03:18:22 +0000 2009,News junkie; moi?
Cyn_K,Victoria; BC,Wed Mar 25 05:13:15 +0000 2009,Canadian law student keen on progressive IP law & internet policy; capoeira; novels; design; journalism; feminism; travel; critical theory; news/poli; & cities
DimSumLee,Burnaby; BC; Canada,Fri Feb 13 23:26:08 +0000 2009,So; you can call me Aaron. If you haven't noticed already; I'm asian.   Not your typical asian even though I'm from Hong Kong.=P
ZipcarVancouver,Vancouver; BC,Wed Apr 28 00:09:19 +0000 2010,A community of folks who’ve found out that car sharing beats the heck outta car rental or ownership. We’re tweeting from Zipcar Vancouver Mon-Fri 9am-5pm PST.
TicketsTonight,Vancouver; BC,Fri Sep 18 23:08:03 +0000 2009,Your source for info on Vancouver's arts and culture scene. Official tweeters: Nicole (^NV); Negar (^NA); and Mae
obyrnej,Vancouver,Fri Feb 06 05:56:49 +0000 2009,Marketer; Avid Traveler and Proud Vancouverite
paulanoid,Vancouver,Tue May 19 05:20:28 +0000 2009,I like to eat; belch; sing.   Dance; sleep; tweet.  And randomly repeat.
2Marra,Vancouver,Wed Nov 26 23:34:05 +0000 2008,Love Vancouver. The Ocean. The Mountains. The Canucks. Nolan & Beckett. My Family. Robson Street.
kikivarg,Vancouver; BC,Wed Jul 01 06:39:05 +0000 2009,that woman who tried to make a living out of her dreams...
kimpalmero,East Van,Mon Mar 23 08:34:10 +0000 2009,@langaracollege BBA Marketing student; @FalconFashion_ Creator; @TheModline Contributor; @thepeak Street Team. Creative & passionate! I like sparkly things.
arifs,ÜT: 49.258904;-123.002163,Sat Apr 04 19:45:46 +0000 2009,I am a damn good follower; if you turn around you'll see me; why; cause I'm following you. Thats right you!
greenestcity,Vancouver,Wed Feb 25 22:39:40 +0000 2009,Stay tuned as the City of Vancouver works out how to become the greenest city in the world by 2020.  Let us know your thoughts!
604homesguy,Vancouver; BC,Sat May 26 04:07:14 +0000 2007,Dad of 3; Vancouver real estate consultant (Royal LePage Westside); and blogger. Running on the seawall early in the AM and mtn biking the N. Shore when I can.
hi_its_kyle,Vancouver,Fri Jun 12 00:19:09 +0000 2009,You probably shouldn't take any of my tweets seriously. Especially if they're serious.
cafetica,iPhone: 49.263466;-123.114365,Sat Apr 04 19:35:21 +0000 2009,Goal is to spend a year travelling the world and learning new cultures and exploring lands not known yet.  
kmeghji,Vancouver,Fri Jun 20 22:38:18 +0000 2008,Entrepreneurship and Personal Development are my 2 passions. Soccer and Hockey are my 2 vices. 
CBCVancouver,ÜT: 49.275991;-123.1142209,Thu Feb 05 20:34:13 +0000 2009,Events and local programming information from CBC Vancouver. Account managed by @asifa604 and @LienY
News1130radio,Vancouver,Wed Sep 02 21:25:55 +0000 2009,Vancouver's breaking news; traffic and weather station.
kaequan,Vancouver,Thu Jul 10 19:57:57 +0000 2008,cat-lover. why and how finder-outer. urban junkie. cyclist. tech dork. canucks fanatic.
VanPlayhouse,Hamilton & Dunsmuir,Thu Nov 26 22:29:49 +0000 2009,Since 1962; we've been BC’s premier regional theatre company. We're proud to be a vital cultural leader in Vancouver's theatre ecology.
brentgranby,Vancouver,Mon Sep 08 04:58:16 +0000 2008,husband; father; citizen; community organizer; artist and always re-defining myself     
andreareimer,Vancouver; BC; Canada,Fri Dec 05 07:22:07 +0000 2008,Former Green Party school trustee; current Vision Vancouver city councillor. Seeking happy planet.
downtownvan,Downtown Vancouver; BC,Tue Jan 05 18:10:09 +0000 2010,I am Downtown. Updated by Ivy Fong; ivy@downtownvancouver.net
victorngo,Vancouver; Canada,Fri Dec 12 09:06:38 +0000 2008,Geography & Urban Studies student at UBC. Passionate about cities; community development and urban sustainability.
folkoasis,Vancouver; British Columbia,Fri Feb 13 03:36:22 +0000 2009,Folk Oasis is 2 hrs of kumbaya-free roots music; interviews & live sessions on CiTR-FM 101.9. Podcasts at citr.ca & iTunes. Travelling to New Zealand in April.
shanneranner,Vancouver; Canada,Tue Jul 01 05:06:07 +0000 2008,rain-drenched numinous dreamer
counti8,Vancouver; BC; Canada,Thu Mar 22 15:52:46 +0000 2007,student of urban planning looking to social media up places; contributing at TransLinked.com. Thesis is a four-letter word.
