screen_name, location, created_at, description
AllisonRiley8,Vancouver,Mon Apr 19 20:06:22 +0000 2010,Performer and host based out of beautiful Vancouver.  Follow me for breaking news and breaking hilarity.
EarthRunFdn,Vancouver; BC. Canada,Tue Apr 13 05:47:00 +0000 2010,Earth Run: Join us and run for the world.
lancemaxfraser,Vancouver; Surrey & White Rock,Wed Oct 12 07:19:18 +0000 2011,Professional; with a small business website design company for small businesses. Contact me for more information. lance@rhinoweb.ca
LeahMossPhoto,Pitt Meadows; British Columbia,Mon Jan 16 19:19:49 +0000 2012,I'm a photographer with interests in every occasion with a special passion for boudoir. I am also a wife and mother of two beautiful children!
newweba1,New Westminster; BC;Canada,Tue Dec 20 02:02:30 +0000 2011,West End Business Association covers the 12th Street and 20th Street areas of New Westminster;BC; Canada  Buy local. 
RobPearlman,Vancouver,Thu Jun 02 21:49:15 +0000 2011,Project Coordinator at Climb for Change - Urban Studies Student - Gentleman at Large - Scholar in Training - Urban Ape.
aubs_r,Vancouver,Sun Jan 29 07:14:32 +0000 2012,Travel; cooking; books; nature; friends; NHL most especially the Vancouver Canucks (before and still); Chicago Wolves and Mr Sidney.
Sustain_Transpo,British Columbia,Sat Aug 06 21:28:52 +0000 2011,The Sustainable Transportation Coalition brings together a range of groups who support bold action on funding for sustainable transportation in Metro Vancouver.
WhiteRockHouses,White Rock,Sat Jan 28 06:37:52 +0000 2012,Born and raised in Winnipeg Manitoba.  Moved to BC in 1994 and have been assisting buyers and sellers with their real estate needs since 2000. 604-308-7884
kkkkarlo,Vancouver,Thu Feb 24 04:14:48 +0000 2011,
JulioBAguilar,the ridge,Sat Jun 05 02:10:54 +0000 2010,tweets
ebbymohseni,Vancouver,Sun Sep 06 08:04:35 +0000 2009,Actor; voice over; TV and radio producer; host; emcee; filmmaker; festival organizer; event coordinator
jamie_lwalker,Vancouver,Tue Nov 08 02:33:58 +0000 2011,running enthusiast. candy lover. coffee drinker.
jodi_rai,vancouver; bc,Thu Nov 19 23:18:48 +0000 2009,the one and only jrai. nuff said.
tjmankitchen,Vancouver,Mon Jan 02 19:21:53 +0000 2012,I'm just a guy; who loves to cook with alcohol. I love to travel as well; and try new exotic cuisine as much as possible.  
GreenSchoolUNES,Burnaby Mountain; Burnaby; BC,Thu Jul 23 02:42:27 +0000 2009,UniverCity Neighbours for Environmental Sustainability; SFU http://groups.google.com/group/univercityneighbours
FVConservancy,Abbotsford BC,Tue Dec 22 21:07:52 +0000 2009,FVC places lands in trust for our future. We protect environmental and historic sites and facilitate stewardship actions for Nature. Tweets by Suzie
WonderettesVan,Vancouver; BC,Thu Nov 24 19:47:52 +0000 2011,Hey Look! It's a Co-op presents The Marvelous Wonderettes at PAL Theatre; 581 Cardero February 8th-26th 2012  Tickets www.ticketstonight.ca
sandman2528,Vancouver; BC,Mon Dec 26 21:06:58 +0000 2011,Just a guy!
Andwalsh,Vancouver; BC,Wed Jun 04 04:07:15 +0000 2008,Communications / design / radio / tech / photography / books / nature / transit / cycling / coffee /
JOurom,Vancouver,Sun Jun 19 17:04:28 +0000 2011,Journalist/photographer/educator motivated by the environment; sustainability and blueberry waffles. @ClimateSmart; outdoors and natural light enthusiast. 
geoffengland,Vancouver,Fri Dec 10 20:12:09 +0000 2010,Family man extrordinaire; livin' the good life with a beautiful wife; 2 boys and a dog. Love my sports; especially footy & hockey. And always up for fun times!
217atGarryPoint,Steveston; BC,Sat Apr 02 17:56:28 +0000 2011,I watch kites down by the Fraser River at Garry Point from the View at Studio 217; I am mother to 3 boys and a multimedia artist.
carolbrowne,Vancouver,Fri Mar 23 13:43:25 +0000 2007,A Vancouver; BC photographer; blogger and crafter. @mikebrowne is my hubby.
tidbitsvan,Vancouver; BC Canada,Sun Jun 12 19:10:39 +0000 2011,Tidbits of Vancouver; The Neatest Little Paper Read. Advertising in Tidbits is very effective; affordable and easy. Read the latest twitts by Shawn & Tim!
Credence_CG,,Fri Jun 11 02:40:23 +0000 2010,Communications professional looking to make a difference in the world. Happily married; mother of two boys and loving life in North Vancouver; BC. 
eddiehung,,Wed Jun 10 10:34:43 +0000 2009,The serialised memoirs of a HK-born; UK-reared; now in YVR
JMbrah,,Fri Dec 03 20:09:16 +0000 2010,Kin student; fitness enthusiast; promoting active health & wellness; retweet junkie
AderaHome,Vancouver; BC  Canada,Tue Apr 21 16:22:52 +0000 2009,YOU inspire us. You inspire us to do a better job every day; to build better homes; and to build homes that allow you to live a better life. #LIVEWESTCOAST
AnthonyNSmith,Vancouver; BC,Wed Aug 18 09:17:37 +0000 2010,Data visualization expert passionate about human health and environmental sustainability.
Bettys_Cleaning,Lower Mainland,Wed Nov 09 06:15:10 +0000 2011,Locally owned and operated green cleaning service specializing in post construction; strata properties; commercial buildings and private residences. 
GBNTeam,Burnaby; British Columbia ,Sun Oct 23 21:38:31 +0000 2011,A blog on Burnaby North Secondary School containing over 50 pages of information; 400 update posts (School/Outside Info) with 1000+ visitors overall.
lindzmarsh,Vancouver;Coast Salish Land,Mon Feb 23 22:29:58 +0000 2009,#Sustainable community developer; #RRU #intercultural communication grad student; #diversity trainer; #queer activist in #Vancouver; lover of #haiku
nsvancouver,Vancouver,Thu Oct 20 00:03:01 +0000 2011,Neighbourhoods for a Sustainable Vancouver (NSV). Vote for real democracy!
StopSmrtMeterBC,,Wed Sep 07 00:43:30 +0000 2011,
supportcanadian,Regina; Saskatchewan Canada,Mon Oct 10 18:56:19 +0000 2011,Canadian mom passionate about introducing Canadian Handmade to consumers.  Discover Canadian Handmade!
sarcozona,Awesome International,Wed Jun 04 18:54:17 +0000 2008,plant lover; cookie monster; shoe fiend
BoardofTrade,Vancouver,Mon Aug 04 19:43:33 +0000 2008,The official account of The Vancouver Board of Trade — Western Canada's largest; most active; most influential business organization. Tweets by @greghoekstra.
artovermatter,Vancouver; B.C.,Thu Jan 06 10:51:56 +0000 2011,Vancouver graphic & web designer with UX & UCD focus; photographer; world traveller with love for art; tech; snacks & the community. Fulltime Entrepreneur.
OutAndAboutYVR,Vancouver; BC,Fri Jul 22 20:12:46 +0000 2011,Seeking opportunity in: Business Development Management; Sales Management; Marketing; Customer Engagement / Relations
SUBWAY_BC,Beautiful British Columbia,Wed Oct 12 17:34:34 +0000 2011,The Official SUBWAY® British Columbia Twitter page! Stay up to date with what SUBWAY® is up to in your area!  Think Fresh! Eat Fresh!
HiltonYVR,Richmond; BC,Fri Apr 17 20:50:56 +0000 2009,237 room property located in the heart of downtown Richmond; BC. 5;500 sq feet of meeting space; Carmichael's restaurant; & Sax Lounge. Tweets by @rchangdotca
FLYZ0NE,Vancouver; B.C,Wed Oct 13 18:20:47 +0000 2010,FlyZone Bodyflight is Vancouver's Vertical Wind Tunnel!  Experience the thrill of indoor skydiving without jumping out of an airplane!  #Indoor #Skydive
PlaceSpeak,Vancouver,Sat Jan 08 01:07:43 +0000 2011,PlaceSpeak is a location-based consultation platform that connects citizens to local issues. Claim your place. Speak your mind. Most tweets from @YuriArtibise.
Garossino,Vancouver,Tue Aug 23 03:10:24 +0000 2011,Sandy Garossino on civic affairs. Sandy ran as an Independent candidate for Vancouver City Council in 2011.    
rebeccapLwee,,Fri Oct 07 03:50:50 +0000 2011,fly to eat is my dream.
LDInsurance,BC & Alberta; Canada,Tue Feb 16 23:50:02 +0000 2010,The Insurance Services Department of London Drugs Limited offers you the insurance you need to protect the things and people that matter most to you.
juliabuczek,Vancouver; BC; Canada,Wed Mar 18 03:25:42 +0000 2009,twitter: my one outlet for ranting my heart out. 
Momentm_Massage,Vancouver; BC,Thu May 26 07:40:54 +0000 2011,Bodywork Practice in Vancouver and New West.  Momentum has the cheapest mobile rates in Vancouver! Sliding scale rates for artists & those with limited funds.
eliteelecbikes,Canada,Sun Jan 09 19:45:39 +0000 2011,The most powerful street-legal electric bicycles (e-bikes) on the market. Ideal for police bike squads; employer bikeshare programs; and daily commuting.
kris_lilly,Vancouver; BC,Thu Sep 22 02:29:01 +0000 2011,Just want to know about stuff I care about...Which includes but is not limited to: Urban Planning; Transportation; Fashion; Canucks; and Live Music.
melaniemcshim,Vancouver; BC,Sun Aug 08 04:59:31 +0000 2010,Interests are: Scandinavia; communications & media; world exploring; urban design; social change. Working on Surrey Memorial Hospital Redevelopment & Expansion.
lee_johnso,,Mon Sep 12 21:38:47 +0000 2011,Lee Johnson - Graduate Student at SFU/ CAPS Conference 2012 Planning Committee/ Soccer player/ island grown  
CJVanc,Vancouver,Wed Sep 16 06:08:34 +0000 2009,I work at Vancity as a Marketing Specialist. I love to try new things; travel and meet interesting people.
minney69,ÜT: 51.083792;-120.180976,Mon Mar 16 16:49:17 +0000 2009,
BaillieIan,Vancouver,Thu Feb 17 21:42:55 +0000 2011,Executive Director of Vision Vancouver-- passionate about progressive politics!
teachertong,Vancouver; BC,Sat Sep 10 07:18:09 +0000 2011,Home Economics teacher @ Surrey School District | Master of Education student @ UBC | Yoga Enthusiast @ everywhere
TheCyclingWolf,Vancouver; BC Canada,Sun Jul 10 15:14:04 +0000 2011,Avid road cyclist riding old school 12 speed Norco Avanti. I may not get there quick but I will get there.
findfreddy,vancouver bc,Sun Mar 15 17:40:59 +0000 2009,love my city of vancouver; carsurfing; cookies & good times
buspicscanada,Canada,Tue Feb 22 06:46:03 +0000 2011,BusPics Twitter and Ernest Ng
CorinneSigouin,Vancouver; BC,Tue Jan 20 18:21:19 +0000 2009,Video Production/Media Relations 
mostlydana,Vancouver; BC,Mon Jan 19 05:11:58 +0000 2009,Enjoys a car- and cable-free lifestyle and being outside. Communications coordinator for a professional association. 
envtsustainvan,Vancouver,Mon Feb 16 23:26:45 +0000 2009,4th yr ubc envt & sustainability. I love living in this city! #sust; urbanomics; urban planning; #bcpoli. 
boolalacostumes,North Vancouver; Canada,Fri Jul 16 05:58:26 +0000 2010,Boo La La is the world's best costume shop; located in North Vancouver. Life's more fun in costume!  http://www.facebook.com/BooLaLaCostumes
Velocity2012,Vancouver,Fri Mar 18 22:55:00 +0000 2011,VC is the world’s premier international cycling planning conference. From 26-29 June delegates from around the world will get together and share their knowledge
TransitBusFan98,,Wed Aug 10 21:31:55 +0000 2011,
BikeboxCanada,Canada,Fri Mar 19 05:42:58 +0000 2010,Canada's only manufacturer of sustainable bicycle storage solutions. Bike Boxes are constructed using Post Consumer Materials( Recycled Plastic )
RaleighSprite,Vancouver; B.C.,Thu Oct 29 20:41:42 +0000 2009,Mid-70s 10 speed city bike. Me and my owner cycle here; there and everywhere; in style and comfort.
Courteosity,,Fri Aug 12 16:54:21 +0000 2011,
LiveSmartBCca,British Columbia; Canada,Wed Mar 02 21:38:03 +0000 2011,LiveSmart BC helps you make green choices to save money at home; at work and on the road. Be part of the solution. You choose; you save. Carbon Neutral Tweets!
Offsetters,Vancouver; Canada,Fri Mar 27 22:25:05 +0000 2009,As Canada’s leading provider of carbon-management solutions; we help organizations and individuals understand; reduce and offset their climate impact.
actualtina,Vancouver; BC,Mon Sep 20 18:03:43 +0000 2010,writer and editor; triathlon hobbyist; mom of two; reader of long articles on varied topics; serial comma supporter
Carlyrpaul,,Fri Aug 12 01:23:24 +0000 2011,dont major the minor | canucks fan 
BlueSmokeBBQ,Anywhere in the Vancouver area,Wed Mar 17 07:00:50 +0000 2010,Low and Slow on the Go! Great Southern style pulled pork and pulled chicken in our Red Thunder sauce. http://bit.ly/m60rwB
al_larose,,Sat Aug 06 17:19:56 +0000 2011,Check out my main Twitter account @allenlarose or my website http://www.allenlarose.com
TheSunTower,100 West Pender Street,Thu Jul 07 02:46:46 +0000 2011,Welcome to Vancouver’s Creative Commons. Updated; polished; and re-invigorated; Sun Tower now welcomes a new kind of business presence.
scarreira10,Vancouver; Canada,Sun Mar 01 22:01:21 +0000 2009,SFU student major in economics; canucks fan; music lover (country; pop; oldies; basically anything with a good beat); half italian/portuguese
BCAutoCon,Vancouver BC Canada,Fri Jun 24 18:13:23 +0000 2011,News; Updates and Topics From the Upcoming 2011 BC Auto Conference happening Sept 19-20
crosseyedcat7,Vancouver,Wed Jul 27 01:33:04 +0000 2011,I'm a 7 year-old snowshoe cat who likes car rides with my (human) mom. I enjoy surfing the net when not napping; grooming; hunting bugs or birdwatching.
CampandRVinBC,British Columbia; Canada,Tue May 05 21:55:11 +0000 2009,Camping and RV BC facilitates campers in finding provincial; national; private and recreation campgrounds in British Columbia.
backpacker26,Vancouver,Fri Apr 02 17:16:28 +0000 2010,I have always been an avid traveller. My outgoingness and spontaneity are facets of my character that are only outweighed by my need for adrenaline! I love food
TeresaNgan,Hong Kong,Wed Jun 29 04:43:29 +0000 2011,My name is Teresa Ngan.  I'm a student who enjoys studying and working diligently.
ScoutFor,Vancouver,Wed Jun 02 06:44:16 +0000 2010,Eco-friendly Environment tips based in Vancouver; Canada. Enjoy our lifestyle blog about recycling; green ideas; the environment and sustainability in your city
leslie_mcguire,,Tue Jan 12 02:47:31 +0000 2010,Elementary School Vice Principal - Enjoying new hearts and minds at Brooksbank in the Library; and of course everything Green 
WillSwanston,Vancouver BC,Tue Oct 06 22:51:49 +0000 2009,VP of Business Development at Hike Business Services @hikebiz. Proud BCIT alumni and former SIFE BCIT executive (ACE Canada)
ALGUSTOlatinos,Burnaby + Surrey ,Thu Jul 21 20:16:17 +0000 2011,Al Gusto Latinos is a locally owned and operated latin food store. We import top international consumer brands and offer reliable money transfer services. 
Sninkle_o,BC; Canada,Tue Jul 28 15:00:28 +0000 2009,Life is too short to not take chances. I am a geeky girl: play vid games; learning Japanese; like to break software & think it's fun to play with Excel & Access
notbranded,Vancouver; BC,Tue Oct 14 02:43:49 +0000 2008,Quirky suburbanite with a passion for nonprofit marketing and business development. Equestrian enthusiast & #PPTRA volunteer. 
hikebiz,Vancouver,Thu Jul 07 23:44:17 +0000 2011,Hike is a NFP consulting team of BCIT students and alumni; providing business services to local startups and entrepreneurs. Elevate your Business!
IanYeung,Vancouver; B.C.,Tue May 11 03:39:53 +0000 2010,
BlairQualey,British Columbia Canada,Wed Jul 13 22:44:42 +0000 2011,Currrently President & CEO of the BC New Car Dealers Association; a Governor of Emily Carr University and a Trustee of the Vancouver Public Library Foundation.
NewCarDealersBC,British Columbia; Canada,Sun Jan 04 03:31:12 +0000 2009,Speaking on behalf of British Columbia's New Car Dealers
KabaniAuto,New Westminster; BC,Thu May 12 17:50:49 +0000 2011,Welcome to Kabani Wholesale Autobrokers - a family owned and operated dealership. We have been proudly conducting business since 1992.  Let us help you today!
PinkLotusPhotos,Vancouver,Tue Jun 28 16:26:10 +0000 2011,Affordable Photographer In Vancouver.  pinklotusphotos@gmail.com  http://www.facebook.com/#!/pages/Pink-Lotus-Photography/177276535665980
ubcgrandprix,Vancouver; BC,Fri Apr 08 07:25:24 +0000 2011,July 10; 2012. Part of BC Superweek; The Original 16 UBC Grand Prix will feature a Criterium race open to Pro/Am cyclists; a Kids Race and Corporate Challenge
vsstephen,Vancouver,Fri Jul 08 19:03:16 +0000 2011,Young worker; trade unionist; and activist in Vancouver; British Columbia. COPE 378 Executive Board Member; 2nd VP of VDLC; and Chair of BCFED Young Workers. 
SerenaLo1,Burnaby,Wed Jul 06 17:09:27 +0000 2011,I'm Serena Lo and I'm applying to be the YVR Storyteller.I hope you can support me in this challenge. Find me on facebook.
LynnOsler07,Vancouver,Sun Jul 03 04:07:17 +0000 2011,24 year old Vancouverite who's passionate about sustainability.  Follow me on my blog:  http://dailyinspiration123.blogspot.com
kathryntonelli,,Fri Jan 28 17:08:34 +0000 2011,
graceypmok,,Tue Sep 21 05:27:46 +0000 2010,
WoodfordCKNW980,Surrey; BC,Tue Aug 03 05:31:34 +0000 2010,I am reporter and all round news hound for CKNW News Talk 980 in Vancouver. BC's most well respected and listened to newsroom.  
alimaychisholm,Vancouver BC,Sun Jul 03 08:05:32 +0000 2011,I am an administrator; producer; actor; singer; and improviser living in Vancouver; doing my best to always look at the bright side.
spacingvan,Vancouver; B.C.; Canada,Fri Jun 24 15:28:46 +0000 2011,Spacing Vancouver examines the joys; obstacles & politics of the urban landscape in B.C. @Spacing Canadian Magazine of the Year 2007-09.
ShawnCEvent,Vancouver; Canada,Sat Jul 31 04:27:08 +0000 2010,Learnaholic; Arts/culture fanatics; Apprentice in event and tourism industry. Crazy for food; wine and travel. Dream big.  
Matt_Brennancom,Pitt Meadows; / Chilliwack,Tue Oct 19 19:07:56 +0000 2010,Husband; Father of 2; Brother in Christ & Pitt Meadows/Fraser Valley Photographer. I love photographing People; Families; Architecture; Commercial; & Fine Art.
seapotato,BC,Fri Mar 13 04:35:31 +0000 2009,Social media addict who loves finding great deals; watching movies; and reviewing products and movies! PR friendly!
Parisl151,Louisiana,Fri Mar 25 08:50:38 +0000 2011,
EmilySChristian,Vancouver; BC,Tue May 03 19:23:40 +0000 2011,Born & raised Vancouver Gal- play soccer & field-hockey-Spend most of my spare time on the mountains with my dog or checking out events going on around the city
YuriArtibise,Vancouver; BC,Wed Aug 13 01:37:14 +0000 2008,I'm a policy analyst; blogger; urbanist & community manager who is re-discovering what #Vancouver has to offer. I also tweet for @PlaceSpeak and @SpacingVan
NidoyLester,Vancouver BC,Sat Jun 25 04:54:11 +0000 2011,Im Born in July 27 1989 I Am a Huge Apple Fan
PetrichorBliss,British Columbia,Tue Mar 22 23:49:33 +0000 2011,
lightninglandon,Vancouver,Mon Aug 04 01:42:23 +0000 2008,Transit; planning; cities; neighborhoods; and my life. Florida; Atlanta; Oregon; and Vancouver; BC. I'm all over the place. Sometimes; I tweet for @SFUSustain.
Viva_Van,Vancouver; BC,Tue Apr 19 20:56:35 +0000 2011, Imagine if you transformed popular Vancouver streets into public spaces that attracted people to spend more time on the street! That's Viva Vancouver!
gstring,ÜT: 49.258956;-123.139171,Wed Jan 30 22:07:37 +0000 2008,An East Coast boy living a West Coast dream.  The opinions expressed here are either mine; or were found amusing by me. Nobody else. Well. Some others; maybe.
VanVeloSpoke,Vancouver Convention Centre,Tue May 24 17:27:32 +0000 2011,The VeloSpoke Bike Expo - Taking place Sept 8-9th at the Vancouver Convention Centre in conjunction with the RBC GranFondo Whistler. Follow us for daily updates
barbjustason,Vancouver Canada,Sat Jun 05 04:41:55 +0000 2010,#YVR #NYC civic news :: sometimes #vanpoli & #bcpoli commentator :: oftentimes #civic junkie :: full-time #pollster :: Barb@JustasonMI.com
thehood604,Kingsway and 12th; Van City,Thu May 26 00:32:06 +0000 2011,From the people who brought you the Penny Lane Pub on Main and 41st now comes The Hood; nestled comfortably in the super hip mount pleasant area.
diyyinah,Vancouver; CANADA █ ♥ █,Thu Mar 26 02:13:04 +0000 2009,[Diana]: Proud Canadian | IB Student | Journalist | Environmentalist | Musician♬ | Blogger | Foodie | Karateka | Co-founder @SpeakNowTV.. Fancy! Tweet me. ☺
Sharrij658,Arizona,Fri Mar 25 08:26:29 +0000 2011,
nancampbell,Winnipeg,Thu Apr 30 14:43:14 +0000 2009,Founding member of the Happiness Revolution; daring to open her mind to happiness in this moment in the heart of Canada; Winnipeg!  
PabloP74,ÜT: 49.203391;-122.925295,Sun Jul 12 00:55:28 +0000 2009,Formerly known as PabloPenguin74  I am often found speaking in alliteration. Like to talk about life; parenting; canucks (hockey in general) & performing arts.
TuVLe,Vancouver,Sun Feb 27 23:42:28 +0000 2011,Still getting acclimated to Vancouver Life! Not changing my Victoria ways. 
StevieWild,Vancouver,Wed Sep 16 23:07:08 +0000 2009,Digital Producer at Grey Vancouver  
Caribooian,Lac La Hache,Wed Apr 06 02:31:45 +0000 2011,British Columbia is home. Exploring; campfires; cycling; snowboarding; winter; beers and Jody.
agirlfrom_ohio,Vancouver; BC,Thu May 19 02:53:53 +0000 2011,A Midwestern girl in Vancouver; by way of San Francisco. I like fancy dresses and old movies. I'm an HR dork; but I'll try not to bore you with work. 
VancouvertoSea,Vancouver,Mon May 16 21:48:38 +0000 2011,Vancouver Arts; Culture; Music; Festivals; Green friendly Deals; and fun stuff Blog
