screen_name, location, created_at, description
CoVYouth,Vancouver; Canada,Wed Aug 25 18:55:52 +0000 2010,This is the page for www.vancouveryouth.ca; the City of Vancouver's website for young people: events; programs; services; volunteer opportunities; and more! 
silvhua,,Mon Oct 10 22:34:44 +0000 2011,A recent non-student searching for the next phase of her career.
This__Space,Vancouver; BC,Fri Jul 08 17:08:28 +0000 2011,“We’re calling on Strathcona & Chinatown to build a sustainable business they can call their own...”
redcedarlaw,Vancouver; BC,Tue Aug 31 05:59:45 +0000 2010,Vancouver BC social justice lawyer at Pivot Legal Society and owner of Red Cedar Law.
RaigenDAngelo,Vancouver; BC; Canada,Mon Dec 01 22:40:53 +0000 2008,Hairdresser Extraordinaire; Naughty Wife and Fabulous Volunteer
FCM_online,Ottawa; Canada,Thu May 13 17:39:38 +0000 2010,FCM has been the national voice of municipal government since 1901.  FCM est la voix nationale des gouvernements municipaux depuis 1901.    
BrentRein,Vancouver,Fri Sep 04 01:24:09 +0000 2009,
CoVFoodPolicy,Vancouver,Thu Sep 01 21:26:02 +0000 2011,We advance food systems goals in the City of Vancouver including the ways in which we produce; access; prepare; eat and dispose of food. 
WISHWellness,Vancouver; BC,Tue Aug 18 18:25:58 +0000 2009,WISH Drop-In Centre increases health; safety & well-being of women working in survival sex trade in Vancouver. Like our page http://www.facebook.com/wishdropin
JanaRjana,Vancouver; BC; Canada,Fri Mar 11 20:24:08 +0000 2011,Strategic Sustainability Solutions ~ Environmental scientist and consultant by day + Photographer; designer; guitarist; and ninja by night.
pdesousaRN,Vancouver; BC; CANADA,Mon Dec 06 13:55:45 +0000 2010,RN; Educator. Nursing interests: homeless; poverty; social justice; Nephrology; Gerontology. Personal Interests: sports; travel; history; politics and beer!
_jessicahannon,Vancouver,Fri Jun 19 22:04:41 +0000 2009,
morethanaroof,British Columbia,Thu Oct 28 21:56:44 +0000 2010,We develop & manage communities of affordable housing for those affected by low income; mental health issues; and addiction recovery. Founded in 1984.
heather_egp,Vancouver,Thu Dec 09 16:39:37 +0000 2010,food growing; community building; urban farm enthusiast. avid reader. tentative tweeter.
MainAndPender,Vancouver,Fri Sep 25 23:37:26 +0000 2009,A non-profit organization that is championing an inclusive revitalization process for Vancouver's inner-city.
FoodPedalers,Vancouver; BC,Fri Apr 02 02:39:04 +0000 2010,Vancouver's bicycle-powered CSA - we bring the farmers market to you! 2012 subscriptions available soon. New CSA features and e-bikes for 2012!
VIAwesome,Vancouver BC Canada,Tue Apr 28 04:36:16 +0000 2009,Things that make Vancouver awesome! Tweets by V.I.A. editor/founder; @BobKronbauer
CWP_CSP,Ottawa/Vancouver,Tue Mar 30 21:49:12 +0000 2010,A non-profit; non-partisan charitable organization representing the interests of low-income people in Canada. Help us work towards the eradication of poverty.
EdibleVancouver,Vancouver,Sun Feb 08 01:45:53 +0000 2009,Edible Vancouver: a print magazine about local food. Tweeting about tasty happenings; wine sips; recipes; gardening and food issues.
PanoramaRetreat,British Columbia; Canada,Wed Feb 22 22:56:48 +0000 2012,Located in the province of British Columbia; 191 miles (308 km) west of Calgary; Alberta. Panorama was founded in 1962 by Guy Messerli; of Invermere; and some 
PioneerWest,North Vancouver; BC,Wed Dec 01 23:52:02 +0000 2010,Pioneer West Acceptance Corp. Canada's leading mortgage brokers. Offers best rate mortgages for residential & commercial.
SNAPCoquitlam,Coquitlam; BC,Thu Sep 02 18:31:40 +0000 2010,Capturing Life & Entertainment
Backyard_Eats,Vancouver BC; Canada,Tue Mar 20 00:23:22 +0000 2012,Backyard Eats is growing tasty local vegetables and fruit in Kerrisdale backyards; using organic bio-intensive growing methods! 
chaelm,,Tue May 26 20:39:41 +0000 2009,Educator working in indoor and outdoor classrooms teaching: english; socials; french; sustainability
TDMulligan,Vancouver BC,Mon Mar 02 06:06:19 +0000 2009,Actor; Broadcaster; host of Tasting Room Radio & Co-host of the tv series Hollywood and Vines  www.tastingroomradio.com  www.hollywoodandvinestv.com 
contessak,Vancouver; BC; Canada,Fri Aug 15 07:19:18 +0000 2008,Urban planner; social media geek and undercover folk musician in Vancouver; Canada. I blog at www.planningpool.com
TTS_Pathways,390 Main Street; Vancouver; BC,Mon Oct 03 08:35:30 +0000 2011,Not your typical employment centre; Pathways employs a holistic approach to serve DTES residents who face many challenges and are often chronically unemployed
leungmi,Vancouver,Tue Dec 09 09:47:52 +0000 2008,
MegaphoneMag,Vancouver,Thu Dec 18 23:47:58 +0000 2008,Megaphone is a magazine sold on the streets of Vancouver by homeless and low-income vendors.
zedfo,Vancouver; Canada,Thu Mar 31 07:15:44 +0000 2011,Food systems thinker/doer; lover of Canadian music; maker of lists; urban wanderer; bike rider; friend of inspired people; frequenter of public libraries. 
NicliPizzeria,Vancouver,Tue Apr 13 16:05:54 +0000 2010,Vancouver's first Vera Pizza Napoletana restaurant on the edge of Gastown.
EricaMattson,Vancouver; BC,Fri Mar 27 16:25:14 +0000 2009,Arts; culture; communications and other musings. Also at @nestandsparkle; @VIA_Reads contributor and member of The Writer's Studio at SFU.
BuildLeadChange,Vancouver BC,Mon Nov 15 23:01:59 +0000 2010,Lover of all things community
radioisradio,at your place,Thu May 13 20:18:05 +0000 2010,journalist; radio producer and Host on CFRO 102.7fm coopradio.org; mostly Last Call and The 6.57 to St John's 
Another_Slice,Vancouver,Mon Sep 07 01:13:13 +0000 2009,Another Slice is by youth for youth. It is dedicated to all young people coping with survival on the streets and trying to make changes in their lives.
BC_Families,British Columbia,Thu Aug 27 21:06:54 +0000 2009,BC Council for Families builds healthy families in healthy communities - through education; information;  and advocacy. We love families - we know you do too! 
BCACG,British Columbia,Mon Oct 11 22:57:48 +0000 2010,BCACG represents over 7000 diverse charities in BC since 1997: seniors/disability/sports/health/arts etc. Funds come from BC gaming; but have been deeply cut.
FirstCallBC,Vancouver; BC,Mon Mar 22 22:05:22 +0000 2010,First Call: BC Child and Youth Advocacy Coalition
SethDKlein,Vancouver; BC,Mon Jul 04 20:58:08 +0000 2011,BC Director; Canadian Centre for Policy Alternatives.   http://www.policynote.ca
theeastvan,Eastvan,Wed Jun 29 16:58:51 +0000 2011,For Moving & Deliveries call - 1.877.WEMOVEEASTVAN or email moving@welcometoeastvan.com ---- For information regarding our clothing follow @welcome2eastvan
salvaging,Vancouver; BC,Thu Nov 18 20:56:46 +0000 2010,Filmmaker + Urban Planner  
gaycalgary,Calgary; Alberta Canada,Fri Apr 03 23:02:51 +0000 2009,Gay Calgary Magazine; The Only Magazine Dedicated to Alberta's LGBT+ Community
sunnyfunnyface,Vancouver,Sat Mar 28 11:04:11 +0000 2009,
Shane_says,Minneapolis; MN,Mon Jan 24 20:16:43 +0000 2011,Working on environmental and social activist suporter of Fibro suffer Social Media Consultant film maker Video-artist humorist scallywag 3 @MissEryn
FriendsofWind,,Thu Jul 28 18:24:30 +0000 2011,
skylar08,Toronto,Wed Apr 15 17:53:08 +0000 2009,
ShelleyMantei,Vancouver; BC,Tue Mar 03 17:40:39 +0000 2009,Social Media & PR Maven leading Mediatonic PR’s media savvy story tellers specialized in life+style web3.0 communications. Fashion trend blogger theitlists.com
jpbruckmann,,Fri Nov 11 19:22:40 +0000 2011,
FMJF143,Ottawa; ON,Thu Sep 22 18:18:40 +0000 2011,Official Account of The Michaëlle Jean Foundation / Compte officiel de la Fondation Michaëlle Jean
Anissa872Auto,West Virginia,Tue Oct 25 21:31:32 +0000 2011,Internet marketing consultant specializing in search engine optimization; Wordpress and social media.
bchealthyliving,Vancouver; BC,Tue Apr 07 23:01:24 +0000 2009,The largest coalition of health leaders in the history of BC - working together to promote wellness and prevent chronic disease.
policy4results,washington; dc,Mon Mar 02 17:39:24 +0000 2009,~Better Results for Kids and Families Through Research Informed Policy~
CarlaBreadon,Vancouver,Mon Jan 31 02:22:11 +0000 2011,
formbles,York,Tue Jan 27 12:00:58 +0000 2009,Social researcher; currently writing a PhD at the University of York upon grad unemployment and underemployment. I also like jaffa cakes. Alot.
LeadOurFuture,Planet Earth,Fri Oct 07 20:01:22 +0000 2011,Sustainability Schools is developing a comprehensive directory of schools offering sustainability education. 
Evaluation101,Vancouver; BC,Wed Sep 09 21:44:59 +0000 2009,Reichert & Associates-research & evaluation firm We work with non-profit organisations and government agencies We specialize in using participatory methods    
boardvoicebc,British Columbia,Wed Apr 13 20:45:33 +0000 2011,Leadership.Collaboration.Community.
streetlvl,Canada,Mon Mar 28 02:26:37 +0000 2011,Streetlevel is a national association of people who; compelled by their Christian faith; have committed themselves to the care of poor and homeless people.
GIVEGroup,Vancouver; BC,Mon Feb 13 04:08:24 +0000 2012,Canada's only charity REALTOR® referral network. Use any REALTOR®; anywhere in Canada to donate 20-25% of all commission to charity.
EMPCanada,Burnaby,Sat Jan 07 03:47:52 +0000 2012,Essential Medical Products offers a large selection  of standard and custom medical products for bedding; rehabilitation therapy and wheelchair applications.
HfxYouthArtWeek,Halifax; Nova Scotia,Thu Jan 19 16:03:49 +0000 2012,May 1-7; 2012 - The biggest youth-led celebration of creative expression Canada has ever seen! Get engaged in Halifax's rendition of National Youth Arts Week!
eleekg,,Fri Oct 21 05:09:44 +0000 2011,Director of Thursdays Writing Collective; coeditor of V6A: Writing from Vancouver's Downtown Eastside; poet
mavisnichols,,Thu Sep 16 23:54:57 +0000 2010,
ashleighweeden,London; ON,Tue Aug 24 01:52:26 +0000 2010,I'm a renegade bridge builder; a passionate femocrat; and a total word-bird. (Usual disclaimer: All tweets & opinions are solely my own.)
foodbankscanada,Canada,Thu May 06 19:28:38 +0000 2010,Food Banks Canada is the national charitable organization representing the food bank community across Canada. 
Shan_Lavell,Kelowna BC Canada,Wed Jun 23 07:49:26 +0000 2010,Shan: a passionate federal Liberal promoting inner and outer connection; heart 2 heart conversation; and compassionate activism.
Native_TRB,Worldwide,Thu May 19 14:48:27 +0000 2011,The Rainbow Bridge from a Native perspective.
Kari_Klassen,Toronto,Wed May 25 02:27:52 +0000 2011,Communications Manager for a T.O. non profit. Writer; playwright; burgeoning screenwriter--into food justice; spring and most things quirky.
FoodServiceMPNH,Mount Pleasant; Vancouver; BC,Fri Aug 19 19:42:49 +0000 2011,Tweets are my own; RT's aren't endorsements.
janiceduddy,Vancouver,Tue Oct 25 17:56:37 +0000 2011,Health Manager in field of HIV/AIDS; mother; cook book enthusiast; multi-tasker; tweets are mine alone
MFVancouverBC,Vancouver; BC,Sun Nov 27 03:28:24 +0000 2011,Vancouver; BC MindFreedom Affiliate;(Gölök Buday) Mad Pride!  Lets defend the right to our eccentricities.  Forced treatment is wrong.
youthartsweek,Canada,Fri Oct 14 12:15:04 +0000 2011,May 1-7; 2012 - The biggest youth-led celebration of creative expression Canada has ever seen! Get engaged! Another Arts Network for Children & Youth project.
davidpball,vancouver bc,Sat Jun 19 19:51:39 +0000 2010,writer & photojournalist on coast salish territories; british columbia; canada. currently with @vanobserver & @rabbleca
EvaCoWigs,Vancouver,Tue Apr 05 20:26:29 +0000 2011,Eva & Co. Wigs: celebrating 40 years of helping people with their hair alternative needs! Check out our fabulous wig selection and full variety of services.
ultranorthwest,Vancity; BC,Sun Aug 02 17:53:19 +0000 2009,i love to party. i live to learn.     programming and marketing apprentice. native social media.  vancity; coast salish territories. #vandialogues 
DilawriVncvr,Vancouver; CA,Tue Sep 27 00:54:31 +0000 2011,A Curation of Dilawri Dealerships' Cultural and Charitable Interests; Custom Cars; Service and Sales Specials; and Vancouver Community Connections 
PenfoldRoofing,BC,Wed Feb 23 13:36:32 +0000 2011,Penfolds Roofing is a trusted Vancouver roofer providing residential reroofing; commercial roofing and free emergency roof repair estimates.
safehavenss,Vancouver BC,Tue Nov 08 22:34:33 +0000 2011,Safe Haven Shelters Society is a non-profit organization working British Columbia to build safe; mobile;shelters for the homeless on our streets and the U.S.A.!
grenouf,Toronto; Canada,Fri Feb 27 22:51:05 +0000 2009,Technologist; hacker (good kind); ethicist; increasingly seasoned activist fully engaged with the #Occupy Movement.  Changing the world from inside & out...
maytree_canada,Toronto; Canada,Mon Jun 15 14:07:56 +0000 2009,Promoting equity & prosperity with a focus on immigration; integration and diversity. International @citiesmigration Employers @hireimmigrants Ratna @ratnaomi
